pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
EUR	dirofilaria_immitis_chrX	1000001	1100000	0.0004899332509988	93713	17103	34908837	514677
AUS	dirofilaria_immitis_chrX	1000001	1100000	0.0008691362708913	93713	309554	356162791	2570573
ASIA	dirofilaria_immitis_chrX	1000001	1100000	0.0005317061213154	93712	4503	8468964	58919
CENAM	dirofilaria_immitis_chrX	1000001	1100000	0.0003009054083283	93713	10652	35399829	23685
USA	dirofilaria_immitis_chrX	1000001	1100000	0.0011177290607211	93713	236472	211564688	1913526
AUS	dirofilaria_immitis_chrX	1100001	1200000	0.0007551478972703	92255	264747	350589601	3190331
CENAM	dirofilaria_immitis_chrX	1100001	1200000	0.0002625749229235	92247	9146	34831963	102419
USA	dirofilaria_immitis_chrX	1100001	1200000	0.0009169846093039	92260	191544	208884640	1645842
EUR	dirofilaria_immitis_chrX	1100001	1200000	0.0003350467561131	92230	11537	34434000	500382
ASIA	dirofilaria_immitis_chrX	1100001	1200000	0.0004503599456829	92248	3750	8326673	83456
USA	dirofilaria_immitis_chrX	1200001	1300000	0.0009186498633446	92374	186965	203521502	11043318
AUS	dirofilaria_immitis_chrX	1200001	1300000	0.000854386962758	92218	290626	340157344	20401976
EUR	dirofilaria_immitis_chrX	1200001	1300000	0.0004146364473994	91428	13809	33303874	2299946
CENAM	dirofilaria_immitis_chrX	1200001	1300000	0.0001954102039575	92103	6670	34133325	1470495
ASIA	dirofilaria_immitis_chrX	1200001	1300000	0.0001949055042428	91453	1575	8080839	490451
USA	dirofilaria_immitis_chrX	1300001	1400000	0.001255860765099	93247	264434	210559966	1856700
ASIA	dirofilaria_immitis_chrX	1300001	1400000	0.0002056541547679	93194	1726	8392731	92746
EUR	dirofilaria_immitis_chrX	1300001	1400000	0.0003985835586887	93247	13845	34735502	511864
AUS	dirofilaria_immitis_chrX	1300001	1400000	0.0007484659739975	93247	264724	353688757	3260759
CENAM	dirofilaria_immitis_chrX	1300001	1400000	0.0003299767306962	93246	11602	35160055	87311
USA	dirofilaria_immitis_chrX	1400001	1500000	0.0011915862370213	92000	247254	207499879	3718559
ASIA	dirofilaria_immitis_chrX	1400001	1500000	0.0005489703665892	91946	4546	8280957	156654
EUR	dirofilaria_immitis_chrX	1400001	1500000	0.0003779553857004	91989	12919	34181283	867255
AUS	dirofilaria_immitis_chrX	1400001	1500000	0.0008191547886884	92003	284931	347835359	7100629
CENAM	dirofilaria_immitis_chrX	1400001	1500000	0.0004983323514596	91976	17295	34705754	342784
AUS	dirofilaria_immitis_chrX	1500001	1600000	0.0009158008788339	93092	323671	353429449	3309527
EUR	dirofilaria_immitis_chrX	1500001	1600000	0.0004291944590452	93092	14852	34604361	622215
ASIA	dirofilaria_immitis_chrX	1500001	1600000	0.0005414367815338	93072	4542	8388791	91681
CENAM	dirofilaria_immitis_chrX	1500001	1600000	0.0003484012540967	93092	12257	35180700	45876
USA	dirofilaria_immitis_chrX	1500001	1600000	0.0012113191695702	93092	254099	209770477	2520899
CENAM	dirofilaria_immitis_chrX	1600001	1700000	0.000345986130691	95342	12466	36030346	8930
USA	dirofilaria_immitis_chrX	1600001	1700000	0.001002690133869	95342	216495	215914162	1274914
EUR	dirofilaria_immitis_chrX	1600001	1700000	0.0005097719849157	95342	18181	35664965	374311
AUS	dirofilaria_immitis_chrX	1600001	1700000	0.0006991704797567	95342	253680	362829964	2139212
ASIA	dirofilaria_immitis_chrX	1600001	1700000	0.0006403975989384	95342	5518	8616522	59600
EUR	dirofilaria_immitis_chrX	1700001	1800000	0.0005145925786826	93353	17889	34763424	524010
ASIA	dirofilaria_immitis_chrX	1700001	1800000	0.0006116732420846	93353	5143	8408084	87039
AUS	dirofilaria_immitis_chrX	1700001	1800000	0.0008463722294762	93353	299529	353897481	3457803
USA	dirofilaria_immitis_chrX	1700001	1800000	0.0011981399661931	93353	252250	210534668	2123466
CENAM	dirofilaria_immitis_chrX	1700001	1800000	0.0002625808608433	93353	9262	35272944	14490
EUR	dirofilaria_immitis_chrX	1800001	1900000	0.0005252702568316	93452	18339	34913456	868780
USA	dirofilaria_immitis_chrX	1800001	1900000	0.0016044765905103	93457	338487	210964125	4675911
CENAM	dirofilaria_immitis_chrX	1800001	1900000	0.0004359005159322	93464	15379	35280986	501250
AUS	dirofilaria_immitis_chrX	1800001	1900000	0.0012451005967162	93460	442373	355290971	7075165
ASIA	dirofilaria_immitis_chrX	1800001	1900000	0.0008137530410828	93427	6884	8459569	154673
AUS	dirofilaria_immitis_chrX	1900001	2000000	0.0010443231882131	92413	366642	351080972	2675992
USA	dirofilaria_immitis_chrX	1900001	2000000	0.0014442196114133	92413	300867	208324965	2191849
EUR	dirofilaria_immitis_chrX	1900001	2000000	0.0003469160044807	92413	11938	34411788	520326
ASIA	dirofilaria_immitis_chrX	1900001	2000000	0.0007184381090622	92406	5979	8322220	87363
CENAM	dirofilaria_immitis_chrX	1900001	2000000	0.0005024132675591	92413	17544	34919460	12654
AUS	dirofilaria_immitis_chrX	2000001	2100000	0.0007927744441571	93092	280658	354019989	2336187
USA	dirofilaria_immitis_chrX	2000001	2100000	0.0010004965112834	93092	210569	210464502	1599074
EUR	dirofilaria_immitis_chrX	2000001	2100000	0.0001073719763916	93092	3733	34766986	421790
ASIA	dirofilaria_immitis_chrX	2000001	2100000	0.0005877386361736	93092	4957	8434021	37351
CENAM	dirofilaria_immitis_chrX	2000001	2100000	9.63854134050252e-05	93092	3391	35181672	7104
ASIA	dirofilaria_immitis_chrX	2100001	2200000	0.0003149259340858	93709	2673	8487710	39809
AUS	dirofilaria_immitis_chrX	2100001	2200000	0.0007453861742445	93709	266072	356958593	1759459
EUR	dirofilaria_immitis_chrX	2100001	2200000	0.0004569175259872	93709	16020	35061032	360970
CENAM	dirofilaria_immitis_chrX	2100001	2200000	0.0002764094020535	93709	9789	35414859	7143
USA	dirofilaria_immitis_chrX	2100001	2200000	0.0008538639810155	93709	181510	212574841	894261
AUS	dirofilaria_immitis_chrX	2200001	2300000	0.0007657299014039	95131	273973	357793263	8714769
EUR	dirofilaria_immitis_chrX	2200001	2300000	0.0006718493636473	95073	23603	35131387	1059845
ASIA	dirofilaria_immitis_chrX	2200001	2300000	0.0004848349186478	94867	4124	8505988	206716
USA	dirofilaria_immitis_chrX	2200001	2300000	0.0009427444250415	95259	200880	213080019	5024813
CENAM	dirofilaria_immitis_chrX	2200001	2300000	0.0004977206194787	95020	17705	35572165	619067
USA	dirofilaria_immitis_chrX	2300001	2400000	0.0006422878557857	94128	137039	213360721	1062863
CENAM	dirofilaria_immitis_chrX	2300001	2400000	0.0002514014492405	94128	8944	35576565	3819
ASIA	dirofilaria_immitis_chrX	2300001	2400000	0.0002869546910011	94128	2452	8544903	20745
AUS	dirofilaria_immitis_chrX	2300001	2400000	0.0004590886804722	94128	164806	358985109	1336875
EUR	dirofilaria_immitis_chrX	2300001	2400000	0.000357212940139	94128	12555	35147103	433281
USA	dirofilaria_immitis_chrX	2400001	2500000	0.0006854715672657	94046	145383	212091948	4024190
AUS	dirofilaria_immitis_chrX	2400001	2500000	0.0003459482360945	94208	123186	356082174	7084014
ASIA	dirofilaria_immitis_chrX	2400001	2500000	0.0004238294473438	93928	3587	8463310	169951
CENAM	dirofilaria_immitis_chrX	2400001	2500000	0.0002673741060084	94019	9454	35358697	502541
EUR	dirofilaria_immitis_chrX	2400001	2500000	0.0003944708267698	94026	13809	35006391	854847
ASIA	dirofilaria_immitis_chrX	2500001	2600000	0.0004729675070151	94041	4040	8541813	41125
AUS	dirofilaria_immitis_chrX	2500001	2600000	0.0002390703879185	94118	85839	359053251	1996053
EUR	dirofilaria_immitis_chrX	2500001	2600000	0.0002819772598965	94055	9923	35190781	461423
CENAM	dirofilaria_immitis_chrX	2500001	2600000	0.0001882341843747	94023	6689	35535522	116682
USA	dirofilaria_immitis_chrX	2500001	2600000	0.0005674758661389	94135	121149	213487493	1368911
CENAM	dirofilaria_immitis_chrX	2600001	2700000	0.0003150725227196	95159	11329	35956801	13301
ASIA	dirofilaria_immitis_chrX	2600001	2700000	0.000311725751743	95159	2692	8635796	23673
EUR	dirofilaria_immitis_chrX	2600001	2700000	0.0004289006207363	95159	15292	35653947	316155
AUS	dirofilaria_immitis_chrX	2600001	2700000	0.0002876853130298	95159	104467	363129417	1139235
USA	dirofilaria_immitis_chrX	2600001	2700000	0.0006973927104259	95159	150492	215792333	979869
ASIA	dirofilaria_immitis_chrX	2700001	2800000	0.0001151300911289	94005	980	8512110	44529
AUS	dirofilaria_immitis_chrX	2700001	2800000	0.0001332856232489	94029	47592	357067768	2875244
USA	dirofilaria_immitis_chrX	2700001	2800000	0.0003006323212708	94029	64188	213509977	688085
CENAM	dirofilaria_immitis_chrX	2700001	2800000	7.72615117680859e-05	94029	2743	35502800	40162
EUR	dirofilaria_immitis_chrX	2700001	2800000	0.000181966633769	94011	6427	35319662	223300
CENAM	dirofilaria_immitis_chrX	2800001	2900000	2.568692833439535e-05	94354	916	35660161	44585
ASIA	dirofilaria_immitis_chrX	2800001	2900000	0.0001171500172347	94457	1006	8587280	8307
EUR	dirofilaria_immitis_chrX	2800001	2900000	9.581519312307124e-05	94457	3395	35432794	271952
AUS	dirofilaria_immitis_chrX	2800001	2900000	0.0002129036528419	94457	76830	360867458	713938
USA	dirofilaria_immitis_chrX	2800001	2900000	0.0003807011250227	94457	81638	214441184	731862
AUS	dirofilaria_immitis_chrX	2900001	3000000	0.0002621029036668	94569	94702	361316104	694028
CENAM	dirofilaria_immitis_chrX	2900001	3000000	9.415289534842726e-05	94569	3365	35739740	7342
ASIA	dirofilaria_immitis_chrX	2900001	3000000	4.82437357431895e-05	94569	414	8581425	24354
EUR	dirofilaria_immitis_chrX	2900001	3000000	7.50945762871752e-05	94569	2662	35448632	298450
USA	dirofilaria_immitis_chrX	2900001	3000000	0.0003503072488723	94569	75349	215094036	334146
USA	dirofilaria_immitis_chrX	3000001	3100000	0.0003008009651862	93874	64217	213486682	358290
CENAM	dirofilaria_immitis_chrX	3000001	3100000	0.0001687785259381	93874	5989	35484372	0
ASIA	dirofilaria_immitis_chrX	3000001	3100000	5.857229560875299e-06	93874	50	8536459	6075
AUS	dirofilaria_immitis_chrX	3000001	3100000	0.0002763989342736	93874	99189	358861731	487941
EUR	dirofilaria_immitis_chrX	3000001	3100000	4.269600346437864e-05	93874	1508	35319465	164907
EUR	dirofilaria_immitis_chrX	3100001	3200000	0.0001519345345254	93232	5319	35008499	233197
ASIA	dirofilaria_immitis_chrX	3100001	3200000	5.76881423851888e-05	93232	489	8476612	7500
AUS	dirofilaria_immitis_chrX	3100001	3200000	0.0003489963215039	93232	124371	356367653	524443
CENAM	dirofilaria_immitis_chrX	3100001	3200000	0.0002797216767897	93232	9857	35238599	3097
USA	dirofilaria_immitis_chrX	3100001	3200000	0.0003918851659234	93232	83071	211977914	404582
EUR	dirofilaria_immitis_chrX	3200001	3300000	0.0001404504789125	94914	5004	35628216	249276
AUS	dirofilaria_immitis_chrX	3200001	3300000	0.000408296053585	94914	148112	362756384	574408
CENAM	dirofilaria_immitis_chrX	3200001	3300000	0.0003316920060777	94914	11900	35876656	836
ASIA	dirofilaria_immitis_chrX	3200001	3300000	0.000236984226302	94914	2046	8633486	3688
USA	dirofilaria_immitis_chrX	3200001	3300000	0.000447555136341	94914	96696	216053827	160265
ASIA	dirofilaria_immitis_chrX	3300001	3400000	0.000218649410892	95589	1896	8671416	27183
CENAM	dirofilaria_immitis_chrX	3300001	3400000	0.0002160599816453	95589	7791	36059431	73211
AUS	dirofilaria_immitis_chrX	3300001	3400000	0.0003852699419215	95589	140279	364105747	1808945
EUR	dirofilaria_immitis_chrX	3300001	3400000	0.000107061709279	95589	3830	35773761	358881
USA	dirofilaria_immitis_chrX	3300001	3400000	0.0003734731649545	95589	80936	216711688	1040054
CENAM	dirofilaria_immitis_chrX	3400001	3500000	0.0001418061612236	95275	5107	36013950	0
EUR	dirofilaria_immitis_chrX	3400001	3500000	0.0001522946107557	95275	5455	35818733	195217
AUS	dirofilaria_immitis_chrX	3400001	3500000	0.0002748947095852	95275	100123	364223088	489612
USA	dirofilaria_immitis_chrX	3400001	3500000	0.000331422706953	95275	71802	216647799	388651
ASIA	dirofilaria_immitis_chrX	3400001	3500000	0.0001823217591326	95275	1580	8665998	4027
ASIA	dirofilaria_immitis_chrX	3500001	3600000	0.0003870066039469	95662	3366	8697526	7716
EUR	dirofilaria_immitis_chrX	3500001	3600000	0.0003183554008178	95662	11442	35940964	219272
CENAM	dirofilaria_immitis_chrX	3500001	3600000	0.0002739210558576	95662	9903	36152752	7484
USA	dirofilaria_immitis_chrX	3500001	3600000	0.0005292697945807	95662	115229	217713161	204875
AUS	dirofilaria_immitis_chrX	3500001	3600000	0.0003821612532129	95662	139710	365578663	615473
ASIA	dirofilaria_immitis_chrX	3600001	3700000	9.819471378600827e-05	95473	853	8686822	1221
EUR	dirofilaria_immitis_chrX	3600001	3700000	0.0001026045990769	95472	3682	35885331	203463
USA	dirofilaria_immitis_chrX	3600001	3700000	0.0002794480715588	95473	60724	217299764	187730
CENAM	dirofilaria_immitis_chrX	3600001	3700000	0.0002273024521952	95473	8203	36088480	314
AUS	dirofilaria_immitis_chrX	3600001	3700000	0.0002237726241802	95473	81694	365075935	394709
USA	dirofilaria_immitis_chrX	3700001	3800000	0.0002225855469397	94494	47846	214955556	2627614
ASIA	dirofilaria_immitis_chrX	3700001	3800000	4.645906798917818e-05	94498	399	8588205	103660
CENAM	dirofilaria_immitis_chrX	3700001	3800000	0.0001937124806396	94500	6914	35692073	412597
AUS	dirofilaria_immitis_chrX	3700001	3800000	0.0001968321305098	94497	71032	360876041	4755379
EUR	dirofilaria_immitis_chrX	3700001	3800000	6.850366917144474e-05	94500	2432	35501748	602922
CENAM	dirofilaria_immitis_chrX	3800001	3900000	0.0001750964883042	94979	6286	35900206	1856
EUR	dirofilaria_immitis_chrX	3800001	3900000	7.44011268902685e-05	94979	2659	35738706	163356
AUS	dirofilaria_immitis_chrX	3800001	3900000	0.0001839524358401	94979	66749	362860104	719508
ASIA	dirofilaria_immitis_chrX	3800001	3900000	5.022484877865088e-05	94979	434	8641141	1948
USA	dirofilaria_immitis_chrX	3800001	3900000	0.0002052476697144	94979	44381	216231444	130718
USA	dirofilaria_immitis_chrX	3900001	4000000	0.0002251118853907	94949	48611	215941508	2072204
AUS	dirofilaria_immitis_chrX	3900001	4000000	0.0001811849415183	94951	65686	362535647	3819265
EUR	dirofilaria_immitis_chrX	3900001	4000000	8.133244940288403e-05	94838	2899	35643830	532282
CENAM	dirofilaria_immitis_chrX	3900001	4000000	0.0001631532573676	94925	5846	35831341	344771
ASIA	dirofilaria_immitis_chrX	3900001	4000000	2.945819991610212e-05	94926	254	8622387	86677
ASIA	dirofilaria_immitis_chrX	4000001	4100000	9.528749384936449e-06	95727	83	8710482	675
EUR	dirofilaria_immitis_chrX	4000001	4100000	0.0001017932809824	95727	3665	36004341	180465
USA	dirofilaria_immitis_chrX	4000001	4100000	0.0002186670412815	95727	47662	217966090	100016
AUS	dirofilaria_immitis_chrX	4000001	4100000	0.0001856188664529	95727	67955	366099639	343317
CENAM	dirofilaria_immitis_chrX	4000001	4100000	0.0001299993151821	95727	4704	36184806	0
USA	dirofilaria_immitis_chrX	4100001	4200000	0.0002682591215486	95931	58572	218341131	189687
ASIA	dirofilaria_immitis_chrX	4100001	4200000	6.76718497951034e-06	95931	59	8718544	11177
AUS	dirofilaria_immitis_chrX	4100001	4200000	0.0001939596845738	95931	71107	366607113	616755
EUR	dirofilaria_immitis_chrX	4100001	4200000	0.0002009033047567	95931	7242	36047192	214726
CENAM	dirofilaria_immitis_chrX	4100001	4200000	0.000131577267254	95931	4771	36260063	1855
CENAM	dirofilaria_immitis_chrX	4200001	4300000	6.639917021630433e-05	95067	2386	35934184	1142
ASIA	dirofilaria_immitis_chrX	4200001	4300000	2.872145848492685e-05	94944	248	8634659	16438
AUS	dirofilaria_immitis_chrX	4200001	4300000	0.0001848393298816	95067	67089	362958468	958008
USA	dirofilaria_immitis_chrX	4200001	4300000	0.0002011284181945	95067	43540	216478608	84018
EUR	dirofilaria_immitis_chrX	4200001	4300000	8.2798482447267e-05	95067	2961	35761525	173801
USA	dirofilaria_immitis_chrX	4300001	4400000	0.000249323652885	94990	53860	216024430	704490
AUS	dirofilaria_immitis_chrX	4300001	4400000	0.0001680916736236	95017	60943	362558113	1637807
CENAM	dirofilaria_immitis_chrX	4300001	4400000	0.0001212907556391	94989	4349	35855989	106931
ASIA	dirofilaria_immitis_chrX	4300001	4400000	2.1561040174129745e-05	94888	186	8626671	31069
EUR	dirofilaria_immitis_chrX	4300001	4400000	0.0001657903655523	94982	5904	35611237	351683
USA	dirofilaria_immitis_chrX	4400001	4500000	0.0002192650245767	95487	47627	217212025	307361
EUR	dirofilaria_immitis_chrX	4400001	4500000	9.230755338328086e-05	95487	3312	35880054	214032
AUS	dirofilaria_immitis_chrX	4400001	4500000	0.0002222730748574	95487	80663	362900455	2623781
CENAM	dirofilaria_immitis_chrX	4400001	4500000	6.100722428599522e-05	95487	2202	36094086	0
ASIA	dirofilaria_immitis_chrX	4400001	4500000	0.0001632212578254	95487	1409	8632454	56863
EUR	dirofilaria_immitis_chrX	4500001	4600000	9.859956171870768e-05	95851	3555	36054927	176751
AUS	dirofilaria_immitis_chrX	4500001	4600000	0.000175831321957	95851	64434	366453481	464147
CENAM	dirofilaria_immitis_chrX	4500001	4600000	7.08220027788942e-05	95851	2566	36231678	0
ASIA	dirofilaria_immitis_chrX	4500001	4600000	0.0001273729663891	95851	1111	8722416	25
USA	dirofilaria_immitis_chrX	4500001	4600000	0.0001761848532194	95851	38447	218219667	128911
EUR	dirofilaria_immitis_chrX	4600001	4700000	0.0001149190963327	93274	3871	33684567	1928703
USA	dirofilaria_immitis_chrX	4600001	4700000	0.0001766692419717	93763	36039	203991366	10630404
AUS	dirofilaria_immitis_chrX	4600001	4700000	0.0001958143968143	93832	66704	340649110	20005910
ASIA	dirofilaria_immitis_chrX	4600001	4700000	0.0001638476844142	91790	1321	8062366	511199
CENAM	dirofilaria_immitis_chrX	4600001	4700000	9.848711722321504e-05	93544	3363	34146598	1466672
AUS	dirofilaria_immitis_chrX	4700001	4800000	0.0001448457039726	94189	50764	350469490	14472890
EUR	dirofilaria_immitis_chrX	4700001	4800000	0.0001405281217398	93533	4844	34469969	1566661
ASIA	dirofilaria_immitis_chrX	4700001	4800000	0.0001607561624892	93365	1342	8348047	327438
CENAM	dirofilaria_immitis_chrX	4700001	4800000	8.652672521832874e-05	93922	3018	34879397	1157233
USA	dirofilaria_immitis_chrX	4700001	4800000	0.0001779397840798	93873	37300	209621475	7551655
ASIA	dirofilaria_immitis_chrX	4800001	4900000	0.0001913238418377	95943	1670	8728656	2157
EUR	dirofilaria_immitis_chrX	4800001	4900000	0.0001346318007353	95943	4857	36076172	190282
CENAM	dirofilaria_immitis_chrX	4800001	4900000	9.79193476029021e-05	95943	3551	36264539	1915
USA	dirofilaria_immitis_chrX	4800001	4900000	0.0001927260339665	95943	42101	218449989	108165
AUS	dirofilaria_immitis_chrX	4800001	4900000	0.0001943423718201	95943	71271	366729084	540720
ASIA	dirofilaria_immitis_chrX	4900001	5000000	0.0001147956860193	96451	1002	8728551	64688
CENAM	dirofilaria_immitis_chrX	4900001	5000000	6.426409336041096e-05	96506	2337	36365564	160198
AUS	dirofilaria_immitis_chrX	4900001	5000000	0.0001832068789526	96527	67238	367005870	2889942
EUR	dirofilaria_immitis_chrX	4900001	5000000	9.125263691448406e-05	96466	3294	36097587	428175
USA	dirofilaria_immitis_chrX	4900001	5000000	0.0001344872008377	96519	29439	218898154	1222708
CENAM	dirofilaria_immitis_chrX	5000001	5100000	0.0001002993642002	95395	3616	36052073	7237
AUS	dirofilaria_immitis_chrX	5000001	5100000	0.0001542084807329	95395	56260	364830778	341282
EUR	dirofilaria_immitis_chrX	5000001	5100000	0.000125430607257	95395	4504	35908301	151009
ASIA	dirofilaria_immitis_chrX	5000001	5100000	0.0001170642048771	95395	1016	8678998	1947
USA	dirofilaria_immitis_chrX	5000001	5100000	0.0001243832554222	95395	27012	217167495	142315
AUS	dirofilaria_immitis_chrX	5100001	5200000	0.0001383769662046	96364	50749	366744563	2136829
ASIA	dirofilaria_immitis_chrX	5100001	5200000	2.978981225085405e-06	96247	26	8727816	41308
CENAM	dirofilaria_immitis_chrX	5100001	5200000	8.99680277429884e-05	96357	3266	36301785	123807
USA	dirofilaria_immitis_chrX	5100001	5200000	0.0001067190699907	96364	23319	218508276	1008916
EUR	dirofilaria_immitis_chrX	5100001	5200000	6.002235867483595e-05	96296	2167	36103213	322379
EUR	dirofilaria_immitis_chrX	5200001	5300000	0.0001247887296467	95444	4401	35267608	817028
USA	dirofilaria_immitis_chrX	5200001	5300000	0.0001009873003611	95460	21616	214046716	3415720
AUS	dirofilaria_immitis_chrX	5200001	5300000	0.0001188599199039	95311	42613	358514460	6914076
CENAM	dirofilaria_immitis_chrX	5200001	5300000	7.677799485294946e-05	95075	2730	35557063	527573
ASIA	dirofilaria_immitis_chrX	5200001	5300000	5.742763795319929e-06	95154	49	8532477	154565
AUS	dirofilaria_immitis_chrX	5300001	5400000	0.0001516449740538	95453	55359	365056609	337475
ASIA	dirofilaria_immitis_chrX	5300001	5400000	1.4967047167382705e-06	95453	13	8685748	475
USA	dirofilaria_immitis_chrX	5300001	5400000	9.41047051394808e-05	95453	20437	217172988	268946
CENAM	dirofilaria_immitis_chrX	5300001	5400000	5.570762906834063e-05	95453	2010	36081234	0
EUR	dirofilaria_immitis_chrX	5300001	5400000	9.386137677918588e-05	95453	3368	35882704	198530
ASIA	dirofilaria_immitis_chrX	5400001	5500000	0.0	95974	0	8715464	18170
CENAM	dirofilaria_immitis_chrX	5400001	5500000	4.917081948203574e-05	95974	1783	36261344	16828
USA	dirofilaria_immitis_chrX	5400001	5500000	9.446902859711797e-05	95974	20610	218166740	462032
EUR	dirofilaria_immitis_chrX	5400001	5500000	7.812001856440455e-05	95974	2813	36008696	269476
AUS	dirofilaria_immitis_chrX	5400001	5500000	0.0001928399314344	95974	70603	366122304	1266168
USA	dirofilaria_immitis_chrX	5500001	5600000	0.0001037115585641	96174	22710	218972700	111672
ASIA	dirofilaria_immitis_chrX	5500001	5600000	8.005821833637421e-07	96174	7	8743637	8197
AUS	dirofilaria_immitis_chrX	5500001	5600000	8.356580088127393e-05	96174	30714	367542699	611373
EUR	dirofilaria_immitis_chrX	5500001	5600000	5.960583296646077e-05	96174	2153	36120626	233146
CENAM	dirofilaria_immitis_chrX	5500001	5600000	6.566289095415691e-05	96174	2387	36352344	1428
EUR	dirofilaria_immitis_chrX	5600001	5700000	9.481219108434484e-05	95170	3398	35839273	134987
