pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Brisbane	Cairns	dirofilaria_immitis_chrX	500001	600000	0.0008033088566943	92646	3562	4434160	104480
Cairns	Rockhampton	dirofilaria_immitis_chrX	500001	600000	0.0004691627208183	92209	346	737484	18956
Sydney	Townsville	dirofilaria_immitis_chrX	500001	600000	0.0007908713205328	93521	83774	105926208	3001152
Rockhampton	Townsville	dirofilaria_immitis_chrX	500001	600000	0.0006483591572295	92360	4304	6638296	169664
Lockhart_River	Sydney	dirofilaria_immitis_chrX	500001	600000	0.0004986102132501	92693	2934	5884356	167164
Lockhart_River	Townsville	dirofilaria_immitis_chrX	500001	600000	0.0006845722820017	92721	4558	6658172	149788
Cairns	Lockhart_River	dirofilaria_immitis_chrX	500001	600000	0.0004547890915587	92420	336	738804	17636
Cairns	Lockhart_River	dirofilaria_immitis_chrX	600001	700000	0.0012573747297044	93667	942	749180	9844
Rockhampton	Townsville	dirofilaria_immitis_chrX	600001	700000	0.0009262642632239	93674	6246	6743216	88000
Sydney	Townsville	dirofilaria_immitis_chrX	600001	700000	0.0010685971538353	93698	114556	107202232	2097224
Lockhart_River	Townsville	dirofilaria_immitis_chrX	600001	700000	0.0011795803576883	93672	7954	6743076	88140
Rockhampton	Sydney	dirofilaria_immitis_chrX	600001	700000	0.0011300045938968	93674	6730	5955728	116464
Lockhart_River	Sydney	dirofilaria_immitis_chrX	600001	700000	0.0010413623343172	93672	6202	5955660	116532
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	600001	700000	0.0011798370650351	93657	442	374628	4884
Cairns	Sydney	dirofilaria_immitis_chrX	600001	700000	0.0011285711359158	93685	13442	11910636	233748
Cairns	Townsville	dirofilaria_immitis_chrX	600001	700000	0.0006627924428906	93685	8938	13485368	177064
Brisbane	Townsville	dirofilaria_immitis_chrX	600001	700000	0.0007365000694083	93689	29796	40456208	531088
Brisbane	Sydney	dirofilaria_immitis_chrX	600001	700000	0.0011437884534849	93689	40870	35732132	701020
Cairns	Rockhampton	dirofilaria_immitis_chrX	600001	700000	0.0008302144676216	93669	622	749204	9820
Brisbane	Cairns	dirofilaria_immitis_chrX	600001	700000	0.0001490534438909	93684	670	4495032	59112
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	600001	700000	0.0012698169755041	93671	2854	2247568	29504
Brisbane	Rockhampton	dirofilaria_immitis_chrX	600001	700000	0.0008862660791446	93673	1992	2247632	29440
Brisbane	Cairns	dirofilaria_immitis_chrX	700001	800000	0.0006552215321951	92927	2920	4456508	4996
Cairns	Townsville	dirofilaria_immitis_chrX	700001	800000	0.0006850734737935	92927	9162	13373748	10764
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	700001	800000	0.0007106708301927	92870	264	371480	312
Lockhart_River	Sydney	dirofilaria_immitis_chrX	700001	800000	0.0009806851783701	92889	5788	5901996	46676
Lockhart_River	Townsville	dirofilaria_immitis_chrX	700001	800000	0.0007955892055892	92889	5320	6686868	5388
Sydney	Townsville	dirofilaria_immitis_chrX	700001	800000	0.0009522620901078	92948	101204	106277464	798632
Rockhampton	Townsville	dirofilaria_immitis_chrX	700001	800000	0.000801536941854	92928	5362	6689648	2608
Rockhampton	Sydney	dirofilaria_immitis_chrX	700001	800000	0.0008576985900817	92928	5064	5904172	44500
Cairns	Lockhart_River	dirofilaria_immitis_chrX	700001	800000	0.0006059496173091	92868	450	742636	948
Brisbane	Sydney	dirofilaria_immitis_chrX	700001	800000	0.0009611828942425	92948	34040	35414696	277336
Cairns	Sydney	dirofilaria_immitis_chrX	700001	800000	0.0009900376088905	92927	11686	11803592	93752
Cairns	Rockhampton	dirofilaria_immitis_chrX	700001	800000	0.0009098887136111	92907	676	742948	636
Brisbane	Rockhampton	dirofilaria_immitis_chrX	700001	800000	0.0007662243978768	92928	1708	2229112	1640
Brisbane	Townsville	dirofilaria_immitis_chrX	700001	800000	0.0006194657182946	92948	24856	40124900	28636
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	700001	800000	0.00079259360324	92889	1766	2228128	2624
Cairns	Townsville	dirofilaria_immitis_chrX	800001	900000	0.0009295504500686	94454	12616	13572152	48232
Cairns	Rockhampton	dirofilaria_immitis_chrX	800001	900000	0.0006643706018666	94149	500	752592	4096
Cairns	Sydney	dirofilaria_immitis_chrX	800001	900000	0.0009992920983996	94454	11948	11956464	150544
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	800001	900000	0.0010932190347477	94368	2472	2261212	8852
Rockhampton	Townsville	dirofilaria_immitis_chrX	800001	900000	0.0010411115104792	94152	7056	6777372	32820
Sydney	Townsville	dirofilaria_immitis_chrX	800001	900000	0.0009780557584272	94482	105324	107687112	1275960
Brisbane	Cairns	dirofilaria_immitis_chrX	800001	900000	0.0011546270939509	94419	5218	4519208	20920
Brisbane	Rockhampton	dirofilaria_immitis_chrX	800001	900000	0.0011789110440315	94151	2662	2258016	12048
Lockhart_River	Sydney	dirofilaria_immitis_chrX	800001	900000	0.0009854620941403	94400	5896	5982980	70524
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	800001	900000	0.000669194735668	94143	252	376572	1772
Brisbane	Townsville	dirofilaria_immitis_chrX	800001	900000	0.0009014889332615	94451	36694	40703772	157380
Brisbane	Sydney	dirofilaria_immitis_chrX	800001	900000	0.0009221558609001	94445	33078	35870292	450732
Cairns	Lockhart_River	dirofilaria_immitis_chrX	800001	900000	0.0005782063931591	94392	436	754056	2632
Lockhart_River	Townsville	dirofilaria_immitis_chrX	800001	900000	0.0009680781528786	94400	6576	6792840	17352
Rockhampton	Sydney	dirofilaria_immitis_chrX	800001	900000	0.0009572984635694	94152	5720	5975148	78356
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	900001	1000000	0.0006703778786026	93231	250	372924	828
Cairns	Sydney	dirofilaria_immitis_chrX	900001	1000000	0.000764461484979	93410	9060	11851480	108584
Rockhampton	Sydney	dirofilaria_immitis_chrX	900001	1000000	0.0009770387451755	93276	5786	5921976	58056
Lockhart_River	Townsville	dirofilaria_immitis_chrX	900001	1000000	0.001000035120281	93388	6720	6719764	7772
Lockhart_River	Sydney	dirofilaria_immitis_chrX	900001	1000000	0.0009344281097565	93388	5540	5928760	51272
Brisbane	Rockhampton	dirofilaria_immitis_chrX	900001	1000000	0.0010413966335624	93276	2330	2237380	5132
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	900001	1000000	0.0011892474884735	93388	2664	2240072	2440
Brisbane	Cairns	dirofilaria_immitis_chrX	900001	1000000	0.0011557847765229	93410	5174	4476612	8412
Cairns	Townsville	dirofilaria_immitis_chrX	900001	1000000	0.0008696478313455	93410	11680	13430724	24348
Rockhampton	Townsville	dirofilaria_immitis_chrX	900001	1000000	0.0008411012795584	93276	5646	6712628	14908
Cairns	Lockhart_River	dirofilaria_immitis_chrX	900001	1000000	0.0006592982493755	93360	492	746248	1256
Cairns	Rockhampton	dirofilaria_immitis_chrX	900001	1000000	0.0004454510325876	93248	332	745312	2192
Brisbane	Sydney	dirofilaria_immitis_chrX	900001	1000000	0.0008843494495575	93438	31454	35567388	312804
Brisbane	Townsville	dirofilaria_immitis_chrX	900001	1000000	0.0008743330872188	93438	35246	40311868	53348
Sydney	Townsville	dirofilaria_immitis_chrX	900001	1000000	0.0008919528109615	93438	95172	106700712	939864
Cairns	Rockhampton	dirofilaria_immitis_chrX	1000001	1100000	0.0007667523363237	93595	574	748612	1092
Cairns	Sydney	dirofilaria_immitis_chrX	1000001	1100000	0.0009852049253176	93710	11706	11881792	113472
Rockhampton	Townsville	dirofilaria_immitis_chrX	1000001	1100000	0.0006302377566741	93597	4246	6737140	10196
Rockhampton	Sydney	dirofilaria_immitis_chrX	1000001	1100000	0.0011496328722222	93597	6824	5935808	61824
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	1000001	1100000	0.0005182731352853	93580	194	374320	532
Cairns	Townsville	dirofilaria_immitis_chrX	1000001	1100000	0.000734479831685	93710	9906	13487096	7576
Lockhart_River	Townsville	dirofilaria_immitis_chrX	1000001	1100000	0.0006572165101328	93692	4432	6743592	3744
Lockhart_River	Sydney	dirofilaria_immitis_chrX	1000001	1100000	0.0010752384107208	93692	6388	5941008	56624
Brisbane	Rockhampton	dirofilaria_immitis_chrX	1000001	1100000	0.0006833887528645	93597	1534	2244696	4416
Brisbane	Sydney	dirofilaria_immitis_chrX	1000001	1100000	0.0010116470199523	93712	36044	35629028	356764
Cairns	Lockhart_River	dirofilaria_immitis_chrX	1000001	1100000	0.0005311085489794	93690	398	749376	328
Brisbane	Townsville	dirofilaria_immitis_chrX	1000001	1100000	0.000750482887813	93712	30348	40437964	46052
Brisbane	Cairns	dirofilaria_immitis_chrX	1000001	1100000	0.0009266660850894	93710	4164	4493528	4696
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	1000001	1100000	0.0007521902533946	93692	1690	2246772	2340
Sydney	Townsville	dirofilaria_immitis_chrX	1000001	1100000	0.0010546704485444	93712	112774	106928188	1029188
Rockhampton	Sydney	dirofilaria_immitis_chrX	1100001	1200000	0.0007144085170098	91911	4172	5839796	75020
Brisbane	Cairns	dirofilaria_immitis_chrX	1100001	1200000	0.0009221500718887	92203	4074	4417936	18176
Cairns	Rockhampton	dirofilaria_immitis_chrX	1100001	1200000	0.0004707636711947	91902	346	734976	4376
Cairns	Sydney	dirofilaria_immitis_chrX	1100001	1200000	0.0008965852821183	92203	10488	11697716	131916
Cairns	Townsville	dirofilaria_immitis_chrX	1100001	1200000	0.0007777663804599	92203	10312	13258480	49856
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	1100001	1200000	0.0007457080961038	91859	274	367436	2240
Lockhart_River	Sydney	dirofilaria_immitis_chrX	1100001	1200000	0.0008757627445535	92104	5122	5848616	66200
Sydney	Townsville	dirofilaria_immitis_chrX	1100001	1200000	0.0008402219516997	92243	88476	105300748	1165940
Rockhampton	Townsville	dirofilaria_immitis_chrX	1100001	1200000	0.0008592452307656	91911	5684	6615108	39060
Brisbane	Townsville	dirofilaria_immitis_chrX	1100001	1200000	0.0006435808255856	92232	25598	39774336	150672
Brisbane	Sydney	dirofilaria_immitis_chrX	1100001	1200000	0.0008383519126495	92235	29418	35090276	398620
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	1100001	1200000	0.0005596244539586	92099	1236	2208624	9432
Cairns	Lockhart_River	dirofilaria_immitis_chrX	1100001	1200000	0.0005079065017464	92097	374	736356	2996
Brisbane	Rockhampton	dirofilaria_immitis_chrX	1100001	1200000	0.0009551436253006	91906	2106	2204904	13152
Lockhart_River	Townsville	dirofilaria_immitis_chrX	1100001	1200000	0.0006695565115954	92104	4438	6628268	25900
Cairns	Rockhampton	dirofilaria_immitis_chrX	1200001	1300000	0.000913681466276	82215	600	656684	96836
Cairns	Sydney	dirofilaria_immitis_chrX	1200001	1300000	0.0009171638788276	88930	10312	11243356	812964
Brisbane	Townsville	dirofilaria_immitis_chrX	1200001	1300000	0.0008140547323353	90830	31560	38768892	1921188
Cairns	Lockhart_River	dirofilaria_immitis_chrX	1200001	1300000	0.0006013585621601	88847	426	708396	45124
Brisbane	Sydney	dirofilaria_immitis_chrX	1200001	1300000	0.0009378748301821	90860	32118	34245508	1923452
Brisbane	Cairns	dirofilaria_immitis_chrX	1200001	1300000	0.0011035032342111	88930	4686	4246476	274644
Brisbane	Rockhampton	dirofilaria_immitis_chrX	1200001	1300000	0.0012122711027409	82362	2392	1973156	287404
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	1200001	1300000	0.0011419824329085	82313	376	329252	47508
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	1200001	1300000	0.0006850329556394	90553	1480	2160480	100080
Lockhart_River	Sydney	dirofilaria_immitis_chrX	1200001	1300000	0.0009532322189694	90868	5456	5723684	304476
Sydney	Townsville	dirofilaria_immitis_chrX	1200001	1300000	0.000926361995287	91546	95092	102651016	5855864
Lockhart_River	Townsville	dirofilaria_immitis_chrX	1200001	1300000	0.0008534899835354	90869	5528	6476936	304744
Rockhampton	Sydney	dirofilaria_immitis_chrX	1200001	1300000	0.0004062341255026	82391	2124	5228512	799648
Rockhampton	Townsville	dirofilaria_immitis_chrX	1200001	1300000	0.001004559361892	82391	5948	5921004	860676
Cairns	Townsville	dirofilaria_immitis_chrX	1200001	1300000	0.0009009651000024	88930	11480	12741892	821468
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	1300001	1400000	0.0003068244210707	92887	114	371548	1440
Cairns	Townsville	dirofilaria_immitis_chrX	1300001	1400000	0.0007480277773128	93081	10010	13381856	45712
Cairns	Sydney	dirofilaria_immitis_chrX	1300001	1400000	0.0004179804122107	93080	4932	11799596	136020
Sydney	Townsville	dirofilaria_immitis_chrX	1300001	1400000	0.0007869662969928	93215	83582	106207852	1212692
Rockhampton	Townsville	dirofilaria_immitis_chrX	1300001	1400000	0.0008117698856702	92992	5428	6686624	27160
Rockhampton	Sydney	dirofilaria_immitis_chrX	1300001	1400000	0.0004677535010281	92992	2758	5896268	71540
Lockhart_River	Townsville	dirofilaria_immitis_chrX	1300001	1400000	0.0007926927650725	93058	5306	6693640	20144
Lockhart_River	Sydney	dirofilaria_immitis_chrX	1300001	1400000	0.0005663109063821	93053	3342	5901352	66456
Brisbane	Cairns	dirofilaria_immitis_chrX	1300001	1400000	0.0009809435896883	93085	4374	4458972	16884
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	1300001	1400000	0.0009345576457039	93049	2084	2229932	7996
Brisbane	Rockhampton	dirofilaria_immitis_chrX	1300001	1400000	0.0011077020299492	92992	2468	2228036	9892
Brisbane	Sydney	dirofilaria_immitis_chrX	1300001	1400000	0.0009378364857163	93214	33188	35387832	419016
Brisbane	Townsville	dirofilaria_immitis_chrX	1300001	1400000	0.0007496175669734	93220	30086	40135132	147572
Cairns	Lockhart_River	dirofilaria_immitis_chrX	1300001	1400000	0.0003120040883294	93013	232	743580	2396
Cairns	Rockhampton	dirofilaria_immitis_chrX	1300001	1400000	0.0001938558466384	92911	144	742820	3156
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	1400001	1500000	0.0009564723114929	91482	350	365928	4956
Lockhart_River	Sydney	dirofilaria_immitis_chrX	1400001	1500000	0.0009226294525662	91775	5352	5800812	133332
Lockhart_River	Townsville	dirofilaria_immitis_chrX	1400001	1500000	0.0008582715121161	91779	5662	6596980	78932
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	1400001	1500000	0.0007914980900212	91777	1738	2195836	29468
Rockhampton	Sydney	dirofilaria_immitis_chrX	1400001	1500000	0.0012318359468106	91580	7132	5789732	144412
Brisbane	Cairns	dirofilaria_immitis_chrX	1400001	1500000	0.0005159121527391	91658	2264	4388344	62264
Sydney	Townsville	dirofilaria_immitis_chrX	1400001	1500000	0.0008480538647433	91925	88542	104406104	2408488
Rockhampton	Townsville	dirofilaria_immitis_chrX	1400001	1500000	0.0011696496276564	91578	7700	6583168	92744
Cairns	Lockhart_River	dirofilaria_immitis_chrX	1400001	1500000	0.0005683215388398	91570	416	731980	9788
Brisbane	Townsville	dirofilaria_immitis_chrX	1400001	1500000	0.0008247585033421	91959	32596	39521872	533600
Brisbane	Sydney	dirofilaria_immitis_chrX	1400001	1500000	0.0007751738201451	91919	26950	34766396	838468
Cairns	Rockhampton	dirofilaria_immitis_chrX	1400001	1500000	0.0010629205110784	91317	776	730064	11704
Brisbane	Rockhampton	dirofilaria_immitis_chrX	1400001	1500000	0.0011508771673636	91578	2522	2191372	33932
Cairns	Sydney	dirofilaria_immitis_chrX	1400001	1500000	0.0007045395955393	91657	8166	11590548	277740
Cairns	Townsville	dirofilaria_immitis_chrX	1400001	1500000	0.0006613660236677	91660	8714	13175760	176064
Brisbane	Rockhampton	dirofilaria_immitis_chrX	1500001	1600000	0.0014376088520114	92986	3206	2230092	6516
Cairns	Townsville	dirofilaria_immitis_chrX	1500001	1600000	0.0011125245991716	93089	14902	13394760	24888
Brisbane	Lockhart_River	dirofilaria_immitis_chrX	1500001	1600000	0.0013268730771091	93080	2962	2232316	4292
Brisbane	Cairns	dirofilaria_immitis_chrX	1500001	1600000	0.0012750016351918	93089	5692	4464308	8908
Sydney	Townsville	dirofilaria_immitis_chrX	1500001	1600000	0.0009393477587028	93092	99630	106062956	1294228
Rockhampton	Townsville	dirofilaria_immitis_chrX	1500001	1600000	0.0011152060784858	92986	7462	6691140	18684
Rockhampton	Sydney	dirofilaria_immitis_chrX	1500001	1600000	0.0011876831450202	92986	6994	5888776	75512
Lockhart_River	Townsville	dirofilaria_immitis_chrX	1500001	1600000	0.001090200261218	93080	7302	6697852	11972
Lockhart_River	Sydney	dirofilaria_immitis_chrX	1500001	1600000	0.0010090536610258	93080	5948	5894632	69656
Cairns	Rockhampton	dirofilaria_immitis_chrX	1500001	1600000	0.0010917676417281	92983	812	743748	1788
Cairns	Sydney	dirofilaria_immitis_chrX	1500001	1600000	0.0009149625990163	93089	10786	11788460	140116
Brisbane	Townsville	dirofilaria_immitis_chrX	1500001	1600000	0.0009475378059069	93092	38058	40165152	93792
Cairns	Lockhart_River	dirofilaria_immitis_chrX	1500001	1600000	0.0006554664288362	93077	488	744508	1028
Brisbane	Sydney	dirofilaria_immitis_chrX	1500001	1600000	0.0007451402103704	93092	26342	35351736	433992
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	1500001	1600000	0.0008604556112461	92974	320	371896	872
Brisbane	Cairns	dirofilaria_immitis_chrX	1600001	1700000	0.0012571870505359	95342	5748	4572112	4304
Cairns	Sydney	dirofilaria_immitis_chrX	1600001	1700000	0.0013721948513386	95342	16622	12113440	90336
Cairns	Rockhampton	dirofilaria_immitis_chrX	1600001	1700000	0.0009189680251639	95221	700	761724	1012
Lockhart_River	Rockhampton	dirofilaria_immitis_chrX	1600001	1700000	0.0007613946649863	95220	290	380880	488
Lockhart_River	Sydney	dirofilaria_immitis_chrX	1600001	1700000	0.001419705874194	95326	8598	6056184	45704
Lockhart_River	Townsville	dirofilaria_immitis_chrX	1600001	1700000	0.001032816934583	95326	7086	6860848	3776
Rockhampton	Townsville	dirofilaria_immitis_chrX	1600001	1700000	0.0010312792181187	95221	7068	6853624	11000
Rockhampton	Sydney	dirofilaria_immitis_chrX	1600001	1700000	0.0013881000913058	95221	8398	6049996	51892
Sydney	Townsville	dirofilaria_immitis_chrX	1600001	1700000	0.0007303667061125	95342	79600	108986348	847636
Cairns	Townsville	dirofilaria_immitis_chrX	1600001	1700000	0.0010399101027958	95342	14270	13722340	6908
Cairns	Lockhart_River	dirofilaria_immitis_chrX	1600001	1700000	0.0004668460614453	95326	356	762564	172
