pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Golden_jackal	Ferret	dirofilaria_immitis_chrX	1	100000	0.0004065755351413	91004	148	364016	15880
Dog	Golden_jackal	dirofilaria_immitis_chrX	1	100000	0.0003618667062809	91135	14752	40766392	2161856
Leopard	Golden_jackal	dirofilaria_immitis_chrX	100001	200000	2.1758997345402324e-05	91916	8	367664	22024
Leopard	Ferret	dirofilaria_immitis_chrX	100001	200000	0.0004473345407729	91654	164	366616	23072
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	100001	200000	2.185577374903015e-05	91509	8	366036	23652
Fox	Ferret	dirofilaria_immitis_chrX	100001	200000	0.0004906004586205	91979	540	1100692	68372
Wildcat	Ferret	dirofilaria_immitis_chrX	100001	200000	0.000449216610058	91270	164	365080	24608
Cat	Leopard	dirofilaria_immitis_chrX	100001	200000	0.0003237745337104	92530	478	1476336	82416
Cat	Ferret	dirofilaria_immitis_chrX	100001	200000	0.0004713726044219	92115	694	1472296	86456
Cat	Wildcat	dirofilaria_immitis_chrX	100001	200000	0.0003192909013009	91724	468	1465748	93004
Dog	Fox	dirofilaria_immitis_chrX	100001	200000	0.0003808363385708	92984	47424	124525932	7578300
Dog	Cat	dirofilaria_immitis_chrX	100001	200000	0.0004250241652996	93625	70840	166672876	9466100
Golden_jackal	Ferret	dirofilaria_immitis_chrX	100001	200000	0.0004578405188859	91735	168	366940	22748
Leopard	Wildcat	dirofilaria_immitis_chrX	100001	200000	1.0922634976461722e-05	91553	4	366212	23476
Cat	Golden_jackal	dirofilaria_immitis_chrX	100001	200000	0.0003310323869063	92289	488	1474176	84576
Dog	Golden_jackal	dirofilaria_immitis_chrX	100001	200000	0.0003554904901596	92677	14758	41514472	2520272
Dog	Wildcat	dirofilaria_immitis_chrX	100001	200000	0.0003463396437762	91724	14302	41294724	2740020
Dog	Leopard	dirofilaria_immitis_chrX	100001	200000	0.0003437282042008	92658	14286	41561908	2472836
Dog	Ferret	dirofilaria_immitis_chrX	100001	200000	0.0005194386704917	92168	21536	41460140	2574604
Fox	Cat	dirofilaria_immitis_chrX	100001	200000	0.000358528595029	92946	1586	4423636	252620
Fox	Leopard	dirofilaria_immitis_chrX	100001	200000	0.0001213196682721	92379	134	1104520	64544
Fox	Wildcat	dirofilaria_immitis_chrX	100001	200000	0.0001220325152904	91689	134	1098068	70996
Fox	Golden_jackal	dirofilaria_immitis_chrX	100001	200000	0.0001251006244152	92241	138	1103112	65952
Dog	Cat	dirofilaria_immitis_chrX	200001	300000	0.0007449777680351	96409	129740	174152848	154624
Dog	Golden_jackal	dirofilaria_immitis_chrX	200001	300000	0.0006864705582957	96409	29888	43538648	38220
Dog	Wildcat	dirofilaria_immitis_chrX	200001	300000	0.0006415908549619	96395	27930	43532416	44452
Wildcat	Ferret	dirofilaria_immitis_chrX	200001	300000	0.0006794958244722	96395	262	385580	56
Dog	Ferret	dirofilaria_immitis_chrX	200001	300000	0.0008163321929518	96409	35542	43538648	38220
Dog	Leopard	dirofilaria_immitis_chrX	200001	300000	0.0006489406836886	96409	28254	43538648	38220
Dog	Fox	dirofilaria_immitis_chrX	200001	300000	0.0006755383811364	96409	88234	130612860	117744
Golden_jackal	Ferret	dirofilaria_immitis_chrX	200001	300000	0.0007312595297119	96409	282	385636	0
Fox	Ferret	dirofilaria_immitis_chrX	200001	300000	0.0007364635917294	96409	852	1156880	28
Cat	Golden_jackal	dirofilaria_immitis_chrX	200001	300000	0.0006664384698365	96409	1028	1542528	16
Cat	Wildcat	dirofilaria_immitis_chrX	200001	300000	0.0006406000373467	96395	988	1542304	240
Cat	Leopard	dirofilaria_immitis_chrX	200001	300000	0.0006508795950543	96409	1004	1542528	16
Fox	Golden_jackal	dirofilaria_immitis_chrX	200001	300000	0.0004391120945992	96409	508	1156880	28
Leopard	Golden_jackal	dirofilaria_immitis_chrX	200001	300000	0.0002956155545644	96409	114	385636	0
Leopard	Wildcat	dirofilaria_immitis_chrX	200001	300000	1.556097307951657e-05	96395	6	385580	56
Cat	Ferret	dirofilaria_immitis_chrX	200001	300000	0.000761088291428	96409	1174	1542528	16
Fox	Wildcat	dirofilaria_immitis_chrX	200001	300000	0.000210942741149	96395	244	1156712	196
Fox	Leopard	dirofilaria_immitis_chrX	200001	300000	0.0002126408962035	96409	246	1156880	28
Fox	Cat	dirofilaria_immitis_chrX	200001	300000	0.0006617003841406	96409	3062	4627472	160
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	200001	300000	0.0003008454795373	96395	116	385580	56
Leopard	Ferret	dirofilaria_immitis_chrX	200001	300000	0.0006845833895175	96409	264	385636	0
Fox	Cat	dirofilaria_immitis_chrX	300001	400000	0.0008576269834249	96102	3956	4612728	168
Fox	Leopard	dirofilaria_immitis_chrX	300001	400000	0.0005064116571801	96101	584	1153212	12
Cat	Wildcat	dirofilaria_immitis_chrX	300001	400000	0.0008936236634667	96101	1374	1537560	72
Leopard	Golden_jackal	dirofilaria_immitis_chrX	300001	400000	0.0002601429745788	96101	100	384404	4
Leopard	Wildcat	dirofilaria_immitis_chrX	300001	400000	0.0003277835587929	96100	126	384400	8
Golden_jackal	Ferret	dirofilaria_immitis_chrX	300001	400000	0.0008584628831866	96102	330	384408	0
Dog	Wildcat	dirofilaria_immitis_chrX	300001	400000	0.0008438556721412	96101	36606	43379456	58648
Dog	Ferret	dirofilaria_immitis_chrX	300001	400000	0.0009590158462373	96102	41602	43379888	58216
Fox	Wildcat	dirofilaria_immitis_chrX	300001	400000	0.0003850116023766	96101	444	1153212	12
Dog	Golden_jackal	dirofilaria_immitis_chrX	300001	400000	0.0007731232501107	96102	33538	43379888	58216
Fox	Golden_jackal	dirofilaria_immitis_chrX	300001	400000	0.0006139310316122	96102	708	1153224	0
Cat	Leopard	dirofilaria_immitis_chrX	300001	400000	0.0008493977470797	96101	1306	1537560	72
Fox	Ferret	dirofilaria_immitis_chrX	300001	400000	0.0009503791110833	96102	1096	1153224	0
Dog	Cat	dirofilaria_immitis_chrX	300001	400000	0.0008888979051457	96102	154236	173513740	238676
Wildcat	Ferret	dirofilaria_immitis_chrX	300001	400000	0.0009469204274669	96101	364	384404	4
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	300001	400000	0.0004526487757671	96101	174	384404	4
Leopard	Ferret	dirofilaria_immitis_chrX	300001	400000	0.0008948918325511	96101	344	384404	4
Cat	Ferret	dirofilaria_immitis_chrX	300001	400000	0.0009365390718897	96102	1440	1537576	56
Cat	Golden_jackal	dirofilaria_immitis_chrX	300001	400000	0.0008819076260295	96102	1356	1537576	56
Dog	Leopard	dirofilaria_immitis_chrX	300001	400000	0.0007864089791427	96101	34114	43379464	58640
Dog	Fox	dirofilaria_immitis_chrX	300001	400000	0.0008614898529321	96102	112114	130139664	174648
Dog	Ferret	dirofilaria_immitis_chrX	400001	500000	0.0009523946650939	94728	40746	42782684	34372
Fox	Cat	dirofilaria_immitis_chrX	400001	500000	0.0008591594402837	94728	3906	4546304	640
Fox	Leopard	dirofilaria_immitis_chrX	400001	500000	0.000892153274396	94728	1014	1136576	160
Fox	Wildcat	dirofilaria_immitis_chrX	400001	500000	0.0009801368320288	94728	1114	1136576	160
Fox	Golden_jackal	dirofilaria_immitis_chrX	400001	500000	0.0009889351877921	94728	1124	1136576	160
Fox	Ferret	dirofilaria_immitis_chrX	400001	500000	0.0009871755166394	94728	1122	1136576	160
Cat	Leopard	dirofilaria_immitis_chrX	400001	500000	0.0007481948315176	94728	1134	1515648	0
Cat	Golden_jackal	dirofilaria_immitis_chrX	400001	500000	0.0008577189426568	94728	1300	1515648	0
Cat	Ferret	dirofilaria_immitis_chrX	400001	500000	0.0009105016468203	94728	1380	1515648	0
Dog	Golden_jackal	dirofilaria_immitis_chrX	400001	500000	0.0008197241669082	94728	35070	42782684	34372
Cat	Wildcat	dirofilaria_immitis_chrX	400001	500000	0.0008498015370323	94728	1288	1515648	0
Leopard	Golden_jackal	dirofilaria_immitis_chrX	400001	500000	0.0003642006587281	94728	138	378912	0
Leopard	Ferret	dirofilaria_immitis_chrX	400001	500000	0.0009870365678574	94728	374	378912	0
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	400001	500000	1.5834811249049912e-05	94728	6	378912	0
Dog	Fox	dirofilaria_immitis_chrX	400001	500000	0.0008426235907674	94728	108134	128330136	121032
Dog	Cat	dirofilaria_immitis_chrX	400001	500000	0.0008050920788419	94728	137776	171130736	137488
Dog	Leopard	dirofilaria_immitis_chrX	400001	500000	0.0007394113001418	94728	31634	42782684	34372
Dog	Wildcat	dirofilaria_immitis_chrX	400001	500000	0.0008120107658509	94728	34740	42782684	34372
Leopard	Wildcat	dirofilaria_immitis_chrX	400001	500000	0.0003694789291444	94728	140	378912	0
Wildcat	Ferret	dirofilaria_immitis_chrX	400001	500000	0.0010081496495228	94728	382	378912	0
Golden_jackal	Ferret	dirofilaria_immitis_chrX	400001	500000	0.0010187061903555	94728	386	378912	0
Dog	Ferret	dirofilaria_immitis_chrX	500001	600000	0.0011531737522291	92879	48102	41712708	1026152
Fox	Cat	dirofilaria_immitis_chrX	500001	600000	0.0010127356583999	93106	4490	4433536	105104
Fox	Leopard	dirofilaria_immitis_chrX	500001	600000	0.0006676944456507	92403	738	1105296	29364
Fox	Wildcat	dirofilaria_immitis_chrX	500001	600000	0.000714097182299	92582	790	1106292	28368
Fox	Golden_jackal	dirofilaria_immitis_chrX	500001	600000	0.0007394711244661	92494	818	1106196	28464
Fox	Ferret	dirofilaria_immitis_chrX	500001	600000	0.0010797929105015	92879	1198	1109472	25188
Cat	Leopard	dirofilaria_immitis_chrX	500001	600000	0.0009519218530384	92423	1406	1477012	35868
Cat	Wildcat	dirofilaria_immitis_chrX	500001	600000	0.0009711416730688	92576	1436	1478672	34208
Dog	Cat	dirofilaria_immitis_chrX	500001	600000	0.0010383225095918	93351	173338	166940424	4015016
Dog	Leopard	dirofilaria_immitis_chrX	500001	600000	0.0008942968070241	92423	37240	41641656	1097204
Dog	Wildcat	dirofilaria_immitis_chrX	500001	600000	0.0008927589675628	92780	37186	41652900	1085960
Dog	Fox	dirofilaria_immitis_chrX	500001	600000	0.0009587092713854	93398	119770	124928384	3288196
Wildcat	Ferret	dirofilaria_immitis_chrX	500001	600000	0.0010876976525211	92397	402	369588	8632
Golden_jackal	Ferret	dirofilaria_immitis_chrX	500001	600000	0.0011096195899279	92374	410	369496	8724
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	500001	600000	3.796836692629797e-05	92182	14	368728	9492
Cat	Golden_jackal	dirofilaria_immitis_chrX	500001	600000	0.0010062620879938	92494	1488	1478740	34140
Cat	Ferret	dirofilaria_immitis_chrX	500001	600000	0.0011236531693231	92733	1664	1480884	31996
Leopard	Wildcat	dirofilaria_immitis_chrX	500001	600000	0.0001954100353909	92114	72	368456	9764
Leopard	Golden_jackal	dirofilaria_immitis_chrX	500001	600000	0.0002058326472245	92308	76	369232	8988
Leopard	Ferret	dirofilaria_immitis_chrX	500001	600000	0.0010684224227698	92192	394	368768	9452
Dog	Golden_jackal	dirofilaria_immitis_chrX	500001	600000	0.0009172728959078	92494	38234	41682252	1056608
Fox	Golden_jackal	dirofilaria_immitis_chrX	600001	700000	0.0006406127104679	93672	720	1123924	14612
Fox	Ferret	dirofilaria_immitis_chrX	600001	700000	0.0013090030917406	93594	1470	1122992	15544
Cat	Leopard	dirofilaria_immitis_chrX	600001	700000	0.0010666360514975	93645	1598	1498168	19880
Cat	Wildcat	dirofilaria_immitis_chrX	600001	700000	0.0012476323037917	93584	1868	1497236	20812
Cat	Golden_jackal	dirofilaria_immitis_chrX	600001	700000	0.0011543707278274	93672	1730	1498652	19396
Cat	Ferret	dirofilaria_immitis_chrX	600001	700000	0.0012701915037411	93597	1902	1497412	20636
Leopard	Wildcat	dirofilaria_immitis_chrX	600001	700000	0.0007589199820424	93554	284	374216	5296
Leopard	Golden_jackal	dirofilaria_immitis_chrX	600001	700000	0.0002830108078089	93636	106	374544	4968
Dog	Leopard	dirofilaria_immitis_chrX	600001	700000	0.0009285838880154	93645	39202	42216972	667884
Dog	Wildcat	dirofilaria_immitis_chrX	600001	700000	0.0011369531532638	93584	47970	42191712	693144
Dog	Golden_jackal	dirofilaria_immitis_chrX	600001	700000	0.0009449858443933	93672	39906	42229204	655652
Dog	Ferret	dirofilaria_immitis_chrX	600001	700000	0.0012922265343311	93597	54526	42195388	689468
Fox	Leopard	dirofilaria_immitis_chrX	600001	700000	0.0006372737500178	93644	716	1123536	15000
Fox	Cat	dirofilaria_immitis_chrX	600001	700000	0.0012109392030222	93684	5444	4495684	58460
Fox	Wildcat	dirofilaria_immitis_chrX	600001	700000	0.0008460477990289	93583	950	1122868	15668
Dog	Fox	dirofilaria_immitis_chrX	600001	700000	0.0010666094179216	93686	135118	126679924	1974644
Dog	Cat	dirofilaria_immitis_chrX	600001	700000	0.0011733595627496	93690	198206	168921792	2617632
Golden_jackal	Ferret	dirofilaria_immitis_chrX	600001	700000	0.0012501202038657	93591	468	374364	5148
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	600001	700000	0.0006358196195768	93580	238	374320	5192
Leopard	Ferret	dirofilaria_immitis_chrX	600001	700000	0.0012131382336279	93559	454	374236	5276
Wildcat	Ferret	dirofilaria_immitis_chrX	600001	700000	0.0012352016426577	93507	462	374028	5484
Cat	Ferret	dirofilaria_immitis_chrX	700001	800000	0.0009725791938099	92828	1444	1484712	2456
Leopard	Wildcat	dirofilaria_immitis_chrX	700001	800000	0.0003183888445183	92654	118	370616	1176
Leopard	Golden_jackal	dirofilaria_immitis_chrX	700001	800000	0.0001775396236159	92937	66	371748	44
Fox	Cat	dirofilaria_immitis_chrX	700001	800000	0.0008353296905422	92948	3724	4458120	3384
Fox	Leopard	dirofilaria_immitis_chrX	700001	800000	0.0005310083777335	92939	592	1114860	516
Fox	Wildcat	dirofilaria_immitis_chrX	700001	800000	0.0003795974468023	92663	422	1111704	3672
Fox	Golden_jackal	dirofilaria_immitis_chrX	700001	800000	0.0004125767751564	92946	460	1114944	432
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	700001	800000	0.0002050485101606	92661	76	370644	1148
Leopard	Ferret	dirofilaria_immitis_chrX	700001	800000	0.0010450446568051	92819	388	371276	516
Golden_jackal	Ferret	dirofilaria_immitis_chrX	700001	800000	0.0010288065843621	92826	382	371304	488
Wildcat	Ferret	dirofilaria_immitis_chrX	700001	800000	0.0009723737804812	92557	360	370228	1564
Cat	Golden_jackal	dirofilaria_immitis_chrX	700001	800000	0.0008126187311308	92946	1208	1486552	616
Cat	Wildcat	dirofilaria_immitis_chrX	700001	800000	0.0007975127318656	92663	1182	1482108	5060
Cat	Leopard	dirofilaria_immitis_chrX	700001	800000	0.000838203795193	92939	1246	1486512	656
Fox	Ferret	dirofilaria_immitis_chrX	700001	800000	0.0010147598162296	92828	1130	1113564	1812
Dog	Wildcat	dirofilaria_immitis_chrX	700001	800000	0.0007886593241768	92663	32928	41751868	260628
Dog	Leopard	dirofilaria_immitis_chrX	700001	800000	0.0008256037367632	92939	34570	41872388	140108
Dog	Fox	dirofilaria_immitis_chrX	700001	800000	0.0008263018446478	92948	103770	125583648	453840
Dog	Cat	dirofilaria_immitis_chrX	700001	800000	0.0008745709710998	92948	146440	167442100	607884
Dog	Golden_jackal	dirofilaria_immitis_chrX	700001	800000	0.0007944589426063	92946	33268	41875040	137456
Dog	Ferret	dirofilaria_immitis_chrX	700001	800000	0.0010632513830397	92828	44470	41824540	187956
Golden_jackal	Ferret	dirofilaria_immitis_chrX	800001	900000	0.0011160595656933	94081	420	376324	2020
Leopard	Wildcat	dirofilaria_immitis_chrX	800001	900000	0.0003189148391074	94069	120	376276	2068
Wildcat	Ferret	dirofilaria_immitis_chrX	800001	900000	0.0011461409700084	93793	430	375172	3172
Leopard	Golden_jackal	dirofilaria_immitis_chrX	800001	900000	0.0002065371660982	94414	78	377656	688
Fox	Wildcat	dirofilaria_immitis_chrX	800001	900000	0.0005352218512295	94079	604	1128504	6528
Fox	Leopard	dirofilaria_immitis_chrX	800001	900000	0.0005528374869738	94423	626	1132340	2692
Leopard	Ferret	dirofilaria_immitis_chrX	800001	900000	0.0010631398773136	94061	400	376244	2100
Fox	Ferret	dirofilaria_immitis_chrX	800001	900000	0.0011146197711219	94112	1258	1128636	6396
Dog	Ferret	dirofilaria_immitis_chrX	800001	900000	0.0010881599739079	94119	46122	42385312	367560
Fox	Cat	dirofilaria_immitis_chrX	800001	900000	0.001050376517542	94476	4752	4524092	16036
Dog	Fox	dirofilaria_immitis_chrX	800001	900000	0.00091219124634	94477	116292	127486424	772192
Dog	Cat	dirofilaria_immitis_chrX	800001	900000	0.0010459547745018	94483	177656	169850556	1160932
Dog	Leopard	dirofilaria_immitis_chrX	800001	900000	0.0008481790947686	94425	36050	42502816	250056
Dog	Wildcat	dirofilaria_immitis_chrX	800001	900000	0.0008402710124151	94079	35608	42376804	376068
Fox	Golden_jackal	dirofilaria_immitis_chrX	800001	900000	0.0006057908661573	94439	686	1132404	2628
Dog	Golden_jackal	dirofilaria_immitis_chrX	800001	900000	0.0008404443937954	94446	35724	42506084	246788
Cat	Ferret	dirofilaria_immitis_chrX	800001	900000	0.0010290473202225	94119	1548	1504304	9072
Cat	Golden_jackal	dirofilaria_immitis_chrX	800001	900000	0.0009864992800146	94443	1488	1508364	5012
Cat	Wildcat	dirofilaria_immitis_chrX	800001	900000	0.0010052523103517	94079	1512	1504100	9276
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	800001	900000	0.0001488285070374	94068	56	376272	2072
Cat	Leopard	dirofilaria_immitis_chrX	800001	900000	0.000965373843673	94422	1456	1508224	5152
Fox	Ferret	dirofilaria_immitis_chrX	900001	1000000	0.0013779379605802	93162	1540	1117612	3644
Fox	Wildcat	dirofilaria_immitis_chrX	900001	1000000	0.0009359609437636	93153	1046	1117568	3688
Fox	Golden_jackal	dirofilaria_immitis_chrX	900001	1000000	0.0011039499256888	93331	1236	1119616	1640
Dog	Fox	dirofilaria_immitis_chrX	900001	1000000	0.0011974017157923	93438	151074	126168184	533744
Leopard	Wildcat	dirofilaria_immitis_chrX	900001	1000000	0.0005371030808232	93092	200	372368	1384
Leopard	Golden_jackal	dirofilaria_immitis_chrX	900001	1000000	0.0002464954773438	93308	92	373232	520
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	900001	1000000	0.0005158128888745	93057	192	372228	1524
Dog	Wildcat	dirofilaria_immitis_chrX	900001	1000000	0.0010230182198214	93153	42918	41952332	281644
Dog	Leopard	dirofilaria_immitis_chrX	900001	1000000	0.0011158009690794	93356	46910	42041548	192428
Dog	Cat	dirofilaria_immitis_chrX	900001	1000000	0.0011753605764369	93438	197598	168116920	818984
Dog	Golden_jackal	dirofilaria_immitis_chrX	900001	1000000	0.0011106364435499	93331	46682	42031756	202220
Cat	Ferret	dirofilaria_immitis_chrX	900001	1000000	0.0012623041078598	93162	1880	1489340	5668
Cat	Leopard	dirofilaria_immitis_chrX	900001	1000000	0.0009783031131481	93356	1460	1492380	2628
Cat	Golden_jackal	dirofilaria_immitis_chrX	900001	1000000	0.0010227799776409	93331	1526	1492012	2996
Cat	Wildcat	dirofilaria_immitis_chrX	900001	1000000	0.0009267890386377	93153	1380	1489012	5996
Leopard	Ferret	dirofilaria_immitis_chrX	900001	1000000	0.0013634216515652	93148	508	372592	1160
Wildcat	Ferret	dirofilaria_immitis_chrX	900001	1000000	0.0012750161394448	92940	474	371760	1992
Dog	Ferret	dirofilaria_immitis_chrX	900001	1000000	0.0013374464215884	93162	56118	41959064	274912
Golden_jackal	Ferret	dirofilaria_immitis_chrX	900001	1000000	0.0013692745529721	93115	510	372460	1292
Fox	Cat	dirofilaria_immitis_chrX	900001	1000000	0.0011490772547905	93438	5146	4478376	6648
Fox	Leopard	dirofilaria_immitis_chrX	900001	1000000	0.0009929741719559	93356	1112	1119868	1388
Cat	Golden_jackal	dirofilaria_immitis_chrX	1000001	1100000	0.0011256112657378	93661	1684	1496076	3332
Cat	Ferret	dirofilaria_immitis_chrX	1000001	1100000	0.0011068364528832	93661	1656	1496156	3252
Leopard	Wildcat	dirofilaria_immitis_chrX	1000001	1100000	0.000995088755497	93459	372	373836	1016
Leopard	Golden_jackal	dirofilaria_immitis_chrX	1000001	1100000	0.0001121088202948	93659	42	374636	216
Leopard	Ferret	dirofilaria_immitis_chrX	1000001	1100000	0.0011801646890452	93631	442	374524	328
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	1000001	1100000	0.0010273532811095	93444	384	373776	1076
Wildcat	Ferret	dirofilaria_immitis_chrX	1000001	1100000	0.0012306572780001	93446	460	373784	1068
Golden_jackal	Ferret	dirofilaria_immitis_chrX	1000001	1100000	0.0011589651562733	93618	434	374472	380
Dog	Ferret	dirofilaria_immitis_chrX	1000001	1100000	0.0011724582115233	93661	49442	42169520	188756
Fox	Cat	dirofilaria_immitis_chrX	1000001	1100000	0.0011510083795548	93705	5168	4489976	8248
Fox	Leopard	dirofilaria_immitis_chrX	1000001	1100000	0.0009306149175969	93679	1046	1123988	568
Fox	Wildcat	dirofilaria_immitis_chrX	1000001	1100000	0.0007791161221768	93491	874	1121784	2772
Fox	Golden_jackal	dirofilaria_immitis_chrX	1000001	1100000	0.0009058357892339	93660	1018	1123824	732
Fox	Ferret	dirofilaria_immitis_chrX	1000001	1100000	0.0012154928173806	93661	1366	1123824	732
Cat	Leopard	dirofilaria_immitis_chrX	1000001	1100000	0.0011348446773244	93674	1698	1496240	3168
Cat	Wildcat	dirofilaria_immitis_chrX	1000001	1100000	0.0010192437506027	93489	1522	1493264	6144
Dog	Fox	dirofilaria_immitis_chrX	1000001	1100000	0.0010770937411173	93711	136310	126553516	521312
Dog	Cat	dirofilaria_immitis_chrX	1000001	1100000	0.0011271445554137	93706	189902	168480608	952496
Dog	Leopard	dirofilaria_immitis_chrX	1000001	1100000	0.0010139993846674	93681	42766	42175568	182708
Dog	Wildcat	dirofilaria_immitis_chrX	1000001	1100000	0.0010109307481077	93491	42552	42091904	266372
Dog	Golden_jackal	dirofilaria_immitis_chrX	1000001	1100000	0.0010202286135448	93661	43022	42168980	189296
Fox	Cat	dirofilaria_immitis_chrX	1100001	1200000	0.0009091123222542	92220	4014	4415296	20816
Dog	Ferret	dirofilaria_immitis_chrX	1100001	1200000	0.0008688183260004	91978	36006	41442496	330892
Cat	Leopard	dirofilaria_immitis_chrX	1100001	1200000	0.0007862745524074	92149	1158	1472768	5936
Fox	Leopard	dirofilaria_immitis_chrX	1100001	1200000	0.0009036220940129	92147	998	1104444	4584
Fox	Ferret	dirofilaria_immitis_chrX	1100001	1200000	0.0008328162252196	91971	918	1102284	6744
Fox	Golden_jackal	dirofilaria_immitis_chrX	1100001	1200000	0.0009053641012269	92163	1000	1104528	4500
Fox	Wildcat	dirofilaria_immitis_chrX	1100001	1200000	0.0005410052861863	91582	594	1097956	11072
Dog	Fox	dirofilaria_immitis_chrX	1100001	1200000	0.0008563500302306	92222	106584	124463124	857040
Dog	Cat	dirofilaria_immitis_chrX	1100001	1200000	0.0008763289028539	92247	145472	166001600	1091952
Dog	Leopard	dirofilaria_immitis_chrX	1100001	1200000	0.0008526206704655	92150	35398	41516704	256684
Dog	Wildcat	dirofilaria_immitis_chrX	1100001	1200000	0.0007897005988256	91587	32600	41281468	491920
Cat	Golden_jackal	dirofilaria_immitis_chrX	1100001	1200000	0.0007834330388783	92165	1154	1473004	5700
Cat	Ferret	dirofilaria_immitis_chrX	1100001	1200000	0.0008284429353814	91977	1218	1470228	8476
Golden_jackal	Ferret	dirofilaria_immitis_chrX	1100001	1200000	0.0009135797098296	91946	336	367784	1892
Cat	Wildcat	dirofilaria_immitis_chrX	1100001	1200000	0.000792115987632	91587	1160	1464432	14272
Dog	Golden_jackal	dirofilaria_immitis_chrX	1100001	1200000	0.0008529096849175	92165	35416	41523740	249648
Leopard	Ferret	dirofilaria_immitis_chrX	1100001	1200000	0.0009192276312211	91925	338	367700	1976
Wildcat	Golden_jackal	dirofilaria_immitis_chrX	1100001	1200000	0.0004859404859404	91575	178	366300	3376
Leopard	Wildcat	dirofilaria_immitis_chrX	1100001	1200000	0.0004861475266561	91536	178	366144	3532
Leopard	Golden_jackal	dirofilaria_immitis_chrX	1100001	1200000	5.427820838489763e-06	92118	2	368472	1204
Wildcat	Ferret	dirofilaria_immitis_chrX	1100001	1200000	0.0007933121053956	91389	290	365556	4120
Dog	Fox	dirofilaria_immitis_chrX	1200001	1300000	0.0008682080032661	90517	104984	120920332	6801308
Dog	Golden_jackal	dirofilaria_immitis_chrX	1200001	1300000	0.0008210452745405	89457	32996	40187796	2386084
Dog	Ferret	dirofilaria_immitis_chrX	1200001	1300000	0.0010014085615735	89716	40302	40245312	2328568
Fox	Wildcat	dirofilaria_immitis_chrX	1200001	1300000	0.0005829051844932	89478	624	1070500	59780
Fox	Leopard	dirofilaria_immitis_chrX	1200001	1300000	0.0006781512667494	90223	730	1076456	53824
Fox	Cat	dirofilaria_immitis_chrX	1200001	1300000	0.0009173510396645	90421	3948	4303696	217424
Leopard	Golden_jackal	dirofilaria_immitis_chrX	1200001	1300000	0.000408409886876	89371	146	357484	19276
Leopard	Wildcat	dirofilaria_immitis_chrX	1200001	1300000	0.0003910527139058	89502	140	358008	18752
Cat	Ferret	dirofilaria_immitis_chrX	1200001	1300000	0.0009794059295274	89576	1402	1431480	75560
Cat	Golden_jackal	dirofilaria_immitis_chrX	1200001	1300000	0.0008492646235812	89452	1214	1429472	77568
