pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Lockhart_River	dirofilaria_immitis_chrX	300001	400000	0.0013112843301522	96089	126	96089	13
Townsville	dirofilaria_immitis_chrX	400001	500000	0.0006002664074912	94728	35823	59678502	138
Sydney	dirofilaria_immitis_chrX	400001	500000	0.0004903209000624	94728	22949	46804042	181046
Brisbane	dirofilaria_immitis_chrX	400001	500000	0.0004584097882805	94728	2866	6252048	0
Cairns	dirofilaria_immitis_chrX	400001	500000	0.0	94728	0	568368	0
Rockhampton	dirofilaria_immitis_chrX	400001	500000	0.0005700532049657	94728	54	94728	0
Lockhart_River	dirofilaria_immitis_chrX	400001	500000	0.0005911662866311	94728	56	94728	0
Townsville	dirofilaria_immitis_chrX	500001	600000	0.0007389966999299	93649	43034	58233007	1336643
Sydney	dirofilaria_immitis_chrX	500001	600000	0.0004974872608253	93700	22581	45390107	1509173
Rockhampton	dirofilaria_immitis_chrX	500001	600000	0.0006061852545436	92381	56	92381	2174
Lockhart_River	dirofilaria_immitis_chrX	500001	600000	0.0005716072950032	92721	53	92721	1834
Cairns	dirofilaria_immitis_chrX	500001	600000	3.4262817449511935e-05	92702	19	554537	12793
Brisbane	dirofilaria_immitis_chrX	500001	600000	0.0005557330586252	93159	3390	6100051	140579
Cairns	dirofilaria_immitis_chrX	600001	700000	5.339028296849973e-06	93685	3	561900	7368
Brisbane	dirofilaria_immitis_chrX	600001	700000	0.0002664678162048	93690	1647	6180859	81089
Rockhampton	dirofilaria_immitis_chrX	600001	700000	0.001643999402182	93674	154	93674	1204
Lockhart_River	dirofilaria_immitis_chrX	600001	700000	0.0020603589081165	93673	193	93673	1205
Sydney	dirofilaria_immitis_chrX	600001	700000	0.0007914800734047	93698	36310	45876076	1183412
Townsville	dirofilaria_immitis_chrX	600001	700000	0.0008603823098048	93700	50764	59001678	771462
Townsville	dirofilaria_immitis_chrX	700001	800000	0.000741415113402	92948	43400	58536708	20532
Sydney	dirofilaria_immitis_chrX	700001	800000	0.0006421507091874	92948	29187	45451947	650261
Rockhampton	dirofilaria_immitis_chrX	700001	800000	0.0005595730027548	92928	52	92928	20
Lockhart_River	dirofilaria_immitis_chrX	700001	800000	0.0012057401845213	92889	112	92889	59
Cairns	dirofilaria_immitis_chrX	700001	800000	1.0768667485085397e-05	92927	6	557172	516
Brisbane	dirofilaria_immitis_chrX	700001	800000	0.0004420354320198	92948	2709	6128468	6100
Cairns	dirofilaria_immitis_chrX	800001	900000	3.1847190104724174e-05	94454	18	565199	2317
Brisbane	dirofilaria_immitis_chrX	800001	900000	0.0007587639244847	94464	4715	6214054	28622
Rockhampton	dirofilaria_immitis_chrX	800001	900000	4.24844931599966e-05	94152	4	94152	434
Lockhart_River	dirofilaria_immitis_chrX	800001	900000	0.0011440677966101	94400	108	94400	186
Townsville	dirofilaria_immitis_chrX	800001	900000	0.0009752385085217	94490	57964	59435717	153463
Sydney	dirofilaria_immitis_chrX	800001	900000	0.0005962971914241	94482	27426	45993844	920812
Sydney	dirofilaria_immitis_chrX	900001	1000000	0.000619653871505	93438	28269	45620630	724618
Townsville	dirofilaria_immitis_chrX	900001	1000000	0.0009293431000654	93438	54636	58789913	76027
Brisbane	dirofilaria_immitis_chrX	900001	1000000	0.0006949024360227	93438	4280	6159138	7770
Cairns	dirofilaria_immitis_chrX	900001	1000000	1.4295414745720313e-05	93410	8	559620	1008
Lockhart_River	dirofilaria_immitis_chrX	900001	1000000	0.0012635456375551	93388	118	93388	50
Rockhampton	dirofilaria_immitis_chrX	900001	1000000	1.0720871392426776e-05	93276	1	93276	162
Townsville	dirofilaria_immitis_chrX	1000001	1100000	0.0007470841126405	93712	44078	59000050	39140
Sydney	dirofilaria_immitis_chrX	1000001	1100000	0.0006512188177577	93712	29734	45659000	822648
Rockhampton	dirofilaria_immitis_chrX	1000001	1100000	3.205230936889003e-05	93597	3	93597	116
Lockhart_River	dirofilaria_immitis_chrX	1000001	1100000	0.0010032873671177	93692	94	93692	21
Brisbane	dirofilaria_immitis_chrX	1000001	1100000	0.0007131422530955	93712	4404	6175486	9572
Cairns	dirofilaria_immitis_chrX	1000001	1100000	3.380506221910662e-05	93711	19	562046	232
Brisbane	dirofilaria_immitis_chrX	1100001	1200000	0.0003903032282406	92239	2371	6074764	24890
Cairns	dirofilaria_immitis_chrX	1100001	1200000	4.163966123419956e-05	92203	23	552358	2156
Lockhart_River	dirofilaria_immitis_chrX	1100001	1200000	0.0009662989663858	92104	89	92104	315
Rockhampton	dirofilaria_immitis_chrX	1100001	1200000	0.0	91911	0	91911	508
Townsville	dirofilaria_immitis_chrX	1100001	1200000	0.0007680696969569	92243	44570	58028588	195382
Sydney	dirofilaria_immitis_chrX	1100001	1200000	0.0005680235773314	92251	25576	45026300	813524
Cairns	dirofilaria_immitis_chrX	1200001	1300000	2.8283475850625532e-05	88930	15	530345	34795
Brisbane	dirofilaria_immitis_chrX	1200001	1300000	0.0004113544625718	90860	2439	5929193	287347
Lockhart_River	dirofilaria_immitis_chrX	1200001	1300000	0.001176509395582	90947	107	90947	3243
Rockhampton	dirofilaria_immitis_chrX	1200001	1300000	1.2137248000388393e-05	82391	1	82391	11799
Sydney	dirofilaria_immitis_chrX	1200001	1300000	0.000556576595697	91831	24462	43950824	2767416
Townsville	dirofilaria_immitis_chrX	1200001	1300000	0.0009562040694957	91879	54024	56498400	2841300
Cairns	dirofilaria_immitis_chrX	1300001	1400000	1.0758665208269828e-05	93085	6	557690	1792
Brisbane	dirofilaria_immitis_chrX	1300001	1400000	0.0003606998654104	93224	2211	6129750	24552
Rockhampton	dirofilaria_immitis_chrX	1300001	1400000	1.0753613214039915e-05	92992	1	92992	255
Lockhart_River	dirofilaria_immitis_chrX	1300001	1400000	0.000612521223323	93058	57	93058	189
Townsville	dirofilaria_immitis_chrX	1300001	1400000	0.0008500762068096	93243	49778	58557103	188507
Sydney	dirofilaria_immitis_chrX	1300001	1400000	0.0005424389826089	93219	24623	45393124	857388
Lockhart_River	dirofilaria_immitis_chrX	1400001	1500000	0.0011331568223667	91779	104	91779	942
Rockhampton	dirofilaria_immitis_chrX	1400001	1500000	0.0	91584	0	91584	1137
Cairns	dirofilaria_immitis_chrX	1400001	1500000	5.463485703879075e-05	91660	30	549100	7226
Brisbane	dirofilaria_immitis_chrX	1400001	1500000	0.0007906640301251	91980	4769	6031639	87947
Sydney	dirofilaria_immitis_chrX	1400001	1500000	0.0006503120033212	91933	28954	44523244	1466372
Townsville	dirofilaria_immitis_chrX	1400001	1500000	0.0009043697986369	91974	52194	57713117	701113
Brisbane	dirofilaria_immitis_chrX	1500001	1600000	0.0005089555313345	93092	3123	6136096	14576
Cairns	dirofilaria_immitis_chrX	1500001	1600000	0.0005713016723558	93089	319	558374	778
Townsville	dirofilaria_immitis_chrX	1500001	1600000	0.0010624158651917	93092	62238	58581580	129380
Sydney	dirofilaria_immitis_chrX	1500001	1600000	0.000595955341011	93092	26964	45245001	978231
Rockhampton	dirofilaria_immitis_chrX	1500001	1600000	2.1508614199987092e-05	92986	2	92986	206
Lockhart_River	dirofilaria_immitis_chrX	1500001	1600000	0.001299957026214	93080	121	93080	112
Brisbane	dirofilaria_immitis_chrX	1600001	1700000	0.0003968299447589	95342	2493	6282288	10284
Cairns	dirofilaria_immitis_chrX	1600001	1700000	0.0004685380215107	95342	268	571992	60
Lockhart_River	dirofilaria_immitis_chrX	1600001	1700000	0.0009126576170194	95326	87	95326	16
Rockhampton	dirofilaria_immitis_chrX	1600001	1700000	1.0501885088373362e-05	95221	1	95221	121
Sydney	dirofilaria_immitis_chrX	1600001	1700000	4.374811925977496e-06	95342	204	46630576	659056
Townsville	dirofilaria_immitis_chrX	1600001	1700000	0.0009217623408121	95342	55319	60014385	51075
Brisbane	dirofilaria_immitis_chrX	1700001	1800000	0.0008442063914483	93350	5185	6141863	19435
Cairns	dirofilaria_immitis_chrX	1700001	1800000	9.828343513114584e-05	93301	55	559606	512
Lockhart_River	dirofilaria_immitis_chrX	1700001	1800000	0.0001072317062709	93256	10	93256	97
Rockhampton	dirofilaria_immitis_chrX	1700001	1800000	0.000581339017537	92889	54	92889	464
Sydney	dirofilaria_immitis_chrX	1700001	1800000	0.0003267829238545	93353	14791	45262463	1040625
Townsville	dirofilaria_immitis_chrX	1700001	1800000	0.0010287290927352	93353	60422	58734608	77782
Lockhart_River	dirofilaria_immitis_chrX	1800001	1900000	0.0	93399	0	93399	1263
Rockhampton	dirofilaria_immitis_chrX	1800001	1900000	0.0021428647959457	93333	200	93333	1329
Brisbane	dirofilaria_immitis_chrX	1800001	1900000	0.0010930545310594	93437	6729	6156143	91549
Cairns	dirofilaria_immitis_chrX	1800001	1900000	0.0010315846961376	93418	578	560303	7669
Sydney	dirofilaria_immitis_chrX	1800001	1900000	0.0008823291665925	93427	40245	45612229	1340123
Townsville	dirofilaria_immitis_chrX	1800001	1900000	0.0013837815664274	93460	81365	58799020	838040
Brisbane	dirofilaria_immitis_chrX	1900001	2000000	0.0010413428047271	92409	6337	6085412	13846
Cairns	dirofilaria_immitis_chrX	1900001	2000000	0.0002076798191199	92362	115	553737	741
Sydney	dirofilaria_immitis_chrX	1900001	2000000	0.0005344993199742	92413	24083	45057120	779728
Townsville	dirofilaria_immitis_chrX	1900001	2000000	0.001048918963988	92413	60983	58138905	81285
Lockhart_River	dirofilaria_immitis_chrX	1900001	2000000	0.0001519377489337	92143	14	92143	270
Rockhampton	dirofilaria_immitis_chrX	1900001	2000000	0.0015173355587588	92267	140	92267	146
Townsville	dirofilaria_immitis_chrX	2000001	2100000	0.0008406782414125	93092	49271	58608630	39330
Sydney	dirofilaria_immitis_chrX	2000001	2100000	8.885005698260587e-05	92987	4039	45458609	715023
Rockhampton	dirofilaria_immitis_chrX	2000001	2100000	0.0011178108105203	93039	104	93039	53
Lockhart_River	dirofilaria_immitis_chrX	2000001	2100000	0.0001718803712616	93088	16	93088	4
Cairns	dirofilaria_immitis_chrX	2000001	2100000	5.373041302568493e-06	93088	3	558343	209
Brisbane	dirofilaria_immitis_chrX	2000001	2100000	0.0008743133421682	93092	5365	6136244	7828
Cairns	dirofilaria_immitis_chrX	2100001	2200000	2.846792732138155e-05	93681	16	562036	218
Brisbane	dirofilaria_immitis_chrX	2100001	2200000	0.0006743647884849	93709	4169	6182114	2680
Sydney	dirofilaria_immitis_chrX	2100001	2200000	3.7238535664924433e-06	93709	171	45920173	559491
Townsville	dirofilaria_immitis_chrX	2100001	2200000	0.0008498619764366	93709	50153	59013112	23558
Lockhart_River	dirofilaria_immitis_chrX	2100001	2200000	0.0002454432919281	93708	23	93708	1
Rockhampton	dirofilaria_immitis_chrX	2100001	2200000	0.0008973783731812	93606	84	93606	103
Sydney	dirofilaria_immitis_chrX	2200001	2300000	7.108649901919932e-05	95042	3278	46112835	1376189
Townsville	dirofilaria_immitis_chrX	2200001	2300000	0.0009125586047159	94890	53932	59099766	1218954
Cairns	dirofilaria_immitis_chrX	2200001	2300000	5.333020462799516e-06	94138	3	562533	11931
Brisbane	dirofilaria_immitis_chrX	2200001	2300000	0.0007258832913497	94687	4491	6186945	132159
Lockhart_River	dirofilaria_immitis_chrX	2200001	2300000	0.0001806684733514	94095	17	94095	1649
Rockhampton	dirofilaria_immitis_chrX	2200001	2300000	0.0	94033	0	94033	1711
Brisbane	dirofilaria_immitis_chrX	2300001	2400000	0.0005668987178525	94128	3521	6210986	1462
Cairns	dirofilaria_immitis_chrX	2300001	2400000	1.2398728953157602e-05	94109	7	564574	194
Townsville	dirofilaria_immitis_chrX	2300001	2400000	0.0005825034889154	94128	34537	59290632	10008
Sydney	dirofilaria_immitis_chrX	2300001	2400000	4.873997330199848e-05	94128	2254	46245409	442079
Rockhampton	dirofilaria_immitis_chrX	2300001	2400000	0.0	93960	0	93960	168
Lockhart_River	dirofilaria_immitis_chrX	2300001	2400000	9.562667346678568e-05	94116	9	94116	12
Lockhart_River	dirofilaria_immitis_chrX	2400001	2500000	0.0001600187755363	93739	15	93739	1132
Rockhampton	dirofilaria_immitis_chrX	2400001	2500000	0.0	93477	0	93477	1394
Cairns	dirofilaria_immitis_chrX	2400001	2500000	1.427671485652794e-05	93598	8	560353	8873
Brisbane	dirofilaria_immitis_chrX	2400001	2500000	0.0005440515651327	93858	3357	6170371	91115
Sydney	dirofilaria_immitis_chrX	2400001	2500000	2.861334321884297e-06	94118	131	45782836	1273180
Townsville	dirofilaria_immitis_chrX	2400001	2500000	0.0005213977910368	94009	30701	58882106	886624
Townsville	dirofilaria_immitis_chrX	2500001	2600000	0.0003952935798253	94041	23409	59219277	201063
Sydney	dirofilaria_immitis_chrX	2500001	2600000	6.988995696849464e-06	94109	324	46358592	423136
Rockhampton	dirofilaria_immitis_chrX	2500001	2600000	0.0	93936	0	93936	382
Lockhart_River	dirofilaria_immitis_chrX	2500001	2600000	5.31869628116756e-05	94008	5	94008	310
Cairns	dirofilaria_immitis_chrX	2500001	2600000	5.320045043048031e-06	94110	3	563905	2003
Brisbane	dirofilaria_immitis_chrX	2500001	2600000	0.0002888369204504	94041	1792	6204193	20795
Townsville	dirofilaria_immitis_chrX	2600001	2700000	0.0004047052110926	95159	24258	59939925	10245
Sydney	dirofilaria_immitis_chrX	2600001	2700000	1.2816366671123914e-06	95159	60	46815140	383724
Rockhampton	dirofilaria_immitis_chrX	2600001	2700000	0.0	95143	0	95143	16
Lockhart_River	dirofilaria_immitis_chrX	2600001	2700000	0.0	95151	0	95151	8
Brisbane	dirofilaria_immitis_chrX	2600001	2700000	0.0003782327152028	95159	2375	6279203	1291
Cairns	dirofilaria_immitis_chrX	2600001	2700000	0.0	95159	0	570739	215
Townsville	dirofilaria_immitis_chrX	2700001	2800000	0.000198465890567	94028	11696	58932041	306229
Sydney	dirofilaria_immitis_chrX	2700001	2800000	6.315110333766602e-06	93919	291	46079955	558429
Lockhart_River	dirofilaria_immitis_chrX	2700001	2800000	2.136706480630756e-05	93602	2	93602	427
Rockhampton	dirofilaria_immitis_chrX	2700001	2800000	1.069793315931362e-05	93476	1	93476	553
Cairns	dirofilaria_immitis_chrX	2700001	2800000	5.350617015318817e-06	93678	3	560683	3491
Brisbane	dirofilaria_immitis_chrX	2700001	2800000	0.0002483202745162	93990	1533	6173479	32435
Cairns	dirofilaria_immitis_chrX	2800001	2900000	0.0	94457	0	566722	20
Brisbane	dirofilaria_immitis_chrX	2800001	2900000	0.0003663147659508	94457	2283	6232345	1817
Lockhart_River	dirofilaria_immitis_chrX	2800001	2900000	1.0586827868765682e-05	94457	1	94457	0
Rockhampton	dirofilaria_immitis_chrX	2800001	2900000	0.0	94456	0	94456	1
Sydney	dirofilaria_immitis_chrX	2800001	2900000	6.308078305308587e-06	94457	294	46606904	243768
Townsville	dirofilaria_immitis_chrX	2800001	2900000	0.0003152298288956	94457	18758	59505790	2120
Rockhampton	dirofilaria_immitis_chrX	2900001	3000000	3.172286901627383e-05	94569	3	94569	0
Lockhart_River	dirofilaria_immitis_chrX	2900001	3000000	0.000116317186393	94569	11	94569	0
Townsville	dirofilaria_immitis_chrX	2900001	3000000	0.0003133936471465	94569	18670	59573639	4831
Sydney	dirofilaria_immitis_chrX	2900001	3000000	0.0001499188505567	94569	6997	46671916	234308
Brisbane	dirofilaria_immitis_chrX	2900001	3000000	0.0003134713344407	94569	1956	6239805	1749
Cairns	dirofilaria_immitis_chrX	2900001	3000000	1.5861434508136915e-05	94569	9	567414	0
Sydney	dirofilaria_immitis_chrX	3000001	3100000	0.000232897455384	93874	10804	46389515	171989
Townsville	dirofilaria_immitis_chrX	3000001	3100000	0.0003057289558344	93874	18081	59140620	0
Lockhart_River	dirofilaria_immitis_chrX	3000001	3100000	9.58731917250783e-05	93874	9	93874	0
Rockhampton	dirofilaria_immitis_chrX	3000001	3100000	0.0	93874	0	93874	0
Brisbane	dirofilaria_immitis_chrX	3000001	3100000	0.0002693810723723	93874	1669	6195684	0
Cairns	dirofilaria_immitis_chrX	3000001	3100000	0.0	93874	0	563244	0
Lockhart_River	dirofilaria_immitis_chrX	3100001	3200000	8.580744808649391e-05	93232	8	93232	0
Rockhampton	dirofilaria_immitis_chrX	3100001	3200000	0.0	93225	0	93225	7
Brisbane	dirofilaria_immitis_chrX	3100001	3200000	0.0003193402187309	93232	1965	6153312	0
Cairns	dirofilaria_immitis_chrX	3100001	3200000	1.0726218632514386e-05	93232	6	559377	15
Sydney	dirofilaria_immitis_chrX	3100001	3200000	0.0002846468715765	93232	13111	46060580	182492
Townsville	dirofilaria_immitis_chrX	3100001	3200000	0.0003664117947243	93232	21521	58734463	1697
Cairns	dirofilaria_immitis_chrX	3200001	3300000	0.0	94914	0	569429	55
Brisbane	dirofilaria_immitis_chrX	3200001	3300000	0.0003031633878245	94914	1899	6263949	375
Rockhampton	dirofilaria_immitis_chrX	3200001	3300000	0.0	94885	0	94885	29
Lockhart_River	dirofilaria_immitis_chrX	3200001	3300000	5.269037030792252e-05	94894	5	94894	20
Townsville	dirofilaria_immitis_chrX	3200001	3300000	0.0004176828191427	94914	24975	59794176	1644
Sydney	dirofilaria_immitis_chrX	3200001	3300000	0.0003196829816475	94914	14987	46880819	196525
Lockhart_River	dirofilaria_immitis_chrX	3300001	3400000	0.000167663917677	95429	16	95429	160
Rockhampton	dirofilaria_immitis_chrX	3300001	3400000	1.0496042991792097e-05	95274	1	95274	315
Brisbane	dirofilaria_immitis_chrX	3300001	3400000	0.000284347700177	95535	1789	6291593	17281
Cairns	dirofilaria_immitis_chrX	3300001	3400000	4.1981601563114965e-05	95464	24	571679	1855
Townsville	dirofilaria_immitis_chrX	3300001	3400000	0.0004167139486328	95589	25030	60065184	155886
Sydney	dirofilaria_immitis_chrX	3300001	3400000	0.0002315121104042	95589	10883	47008340	403804
Brisbane	dirofilaria_immitis_chrX	3400001	3500000	0.0002824426133384	95275	1776	6288003	147
Cairns	dirofilaria_immitis_chrX	3400001	3500000	0.0	95274	0	571484	166
Rockhampton	dirofilaria_immitis_chrX	3400001	3500000	0.0	95275	0	95275	0
Lockhart_River	dirofilaria_immitis_chrX	3400001	3500000	8.39674626082393e-05	95275	8	95275	0
Townsville	dirofilaria_immitis_chrX	3400001	3500000	0.0002826719385888	95275	16966	60020107	3143
Sydney	dirofilaria_immitis_chrX	3400001	3500000	0.0002289013246079	95275	10779	47090160	166240
Brisbane	dirofilaria_immitis_chrX	3500001	3600000	0.000346439255512	95662	2187	6312795	897
Cairns	dirofilaria_immitis_chrX	3500001	3600000	0.0	95651	0	573841	131
Lockhart_River	dirofilaria_immitis_chrX	3500001	3600000	0.000114988187577	95662	11	95662	0
Rockhampton	dirofilaria_immitis_chrX	3500001	3600000	0.0	95649	0	95649	13
Sydney	dirofilaria_immitis_chrX	3500001	3600000	0.0003121026353485	95662	14745	47244074	204278
Townsville	dirofilaria_immitis_chrX	3500001	3600000	0.0004385882374182	95662	26429	60259254	7806
Brisbane	dirofilaria_immitis_chrX	3600001	3700000	0.0002286963987855	95473	1441	6300930	288
Cairns	dirofilaria_immitis_chrX	3600001	3700000	6.98289888064131e-06	95473	4	572828	10
Lockhart_River	dirofilaria_immitis_chrX	3600001	3700000	8.379595684508222e-05	95470	8	95470	3
Rockhampton	dirofilaria_immitis_chrX	3600001	3700000	1.0474165470866108e-05	95473	1	95473	0
Townsville	dirofilaria_immitis_chrX	3600001	3700000	0.0002448693405596	95473	14728	60146362	1628
Sydney	dirofilaria_immitis_chrX	3600001	3700000	0.0001946713421674	95473	9192	47218044	136564
Brisbane	dirofilaria_immitis_chrX	3700001	3800000	0.0002031835622251	94497	1266	6230819	73171
Cairns	dirofilaria_immitis_chrX	3700001	3800000	1.4122174461812758e-05	94485	8	566485	6605
Rockhampton	dirofilaria_immitis_chrX	3700001	3800000	2.1183074723296087e-05	94415	2	94415	1100
Lockhart_River	dirofilaria_immitis_chrX	3700001	3800000	6.351962226997956e-05	94459	6	94459	1056
Sydney	dirofilaria_immitis_chrX	3700001	3800000	0.0001767018541045	94489	8242	46643540	731900
Townsville	dirofilaria_immitis_chrX	3700001	3800000	0.0002070301653912	94495	12314	59479255	695195
Cairns	dirofilaria_immitis_chrX	3800001	3900000	0.0	94979	0	569874	0
Brisbane	dirofilaria_immitis_chrX	3800001	3900000	0.0001973264896991	94979	1235	6258663	9951
Sydney	dirofilaria_immitis_chrX	3800001	3900000	0.000154131185782	94979	7231	46914581	195003
Townsville	dirofilaria_immitis_chrX	3800001	3900000	0.0002044479603281	94979	12228	59809841	26929
Rockhampton	dirofilaria_immitis_chrX	3800001	3900000	0.0	94979	0	94979	0
Lockhart_River	dirofilaria_immitis_chrX	3800001	3900000	1.0530528000673954e-05	94962	1	94962	17
Brisbane	dirofilaria_immitis_chrX	3900001	4000000	0.0001847385206823	94866	1156	6257493	58971
Cairns	dirofilaria_immitis_chrX	3900001	4000000	1.2304425550315433e-05	94841	7	568901	5323
Lockhart_River	dirofilaria_immitis_chrX	3900001	4000000	3.1624553303184595e-05	94863	3	94863	841
Rockhampton	dirofilaria_immitis_chrX	3900001	4000000	1.0548300668762262e-05	94802	1	94802	902
Sydney	dirofilaria_immitis_chrX	3900001	4000000	0.000150920438691	94951	7075	46879005	590179
Townsville	dirofilaria_immitis_chrX	3900001	4000000	0.0002054918517609	94904	12276	59739595	553925
Brisbane	dirofilaria_immitis_chrX	4000001	4100000	0.0001968983134171	95727	1244	6317982	0
Cairns	dirofilaria_immitis_chrX	4000001	4100000	0.0	95727	0	574362	0
Lockhart_River	dirofilaria_immitis_chrX	4000001	4100000	1.0446373541425096e-05	95727	1	95727	0
Rockhampton	dirofilaria_immitis_chrX	4000001	4100000	0.0	95727	0	95727	0
Sydney	dirofilaria_immitis_chrX	4000001	4100000	0.0001566947521405	95727	7421	47359595	120997
Townsville	dirofilaria_immitis_chrX	4000001	4100000	0.0002009517475373	95727	12119	60308010	0
Cairns	dirofilaria_immitis_chrX	4100001	4200000	0.0	95928	0	575273	313
Brisbane	dirofilaria_immitis_chrX	4100001	4200000	0.000184426006058	95931	1167	6327741	3705
Rockhampton	dirofilaria_immitis_chrX	4100001	4200000	0.0	95909	0	95909	22
Lockhart_River	dirofilaria_immitis_chrX	4100001	4200000	6.256321491507043e-05	95903	6	95903	28
Townsville	dirofilaria_immitis_chrX	4100001	4200000	0.0002212598946893	95931	13368	60417637	18893
Sydney	dirofilaria_immitis_chrX	4100001	4200000	0.0001650279558032	95931	7822	47398030	183746
Townsville	dirofilaria_immitis_chrX	4200001	4300000	0.0002010209672606	95067	12029	59839529	52681
Cairns	dirofilaria_immitis_chrX	4200001	4300000	0.0	94934	0	569504	898
Brisbane	dirofilaria_immitis_chrX	4200001	4300000	0.000182300459547	95067	1143	6269869	4553
Sydney	dirofilaria_immitis_chrX	4200001	4300000	0.0001649933600727	95067	7738	46898857	254375
Lockhart_River	dirofilaria_immitis_chrX	4200001	4300000	3.1558351391723294e-05	95062	3	95062	5
Rockhampton	dirofilaria_immitis_chrX	4200001	4300000	0.0	94911	0	94911	156
Lockhart_River	dirofilaria_immitis_chrX	4300001	4400000	2.107592602349966e-05	94895	2	94895	245
Sydney	dirofilaria_immitis_chrX	4300001	4400000	0.0001372201226554	94987	6429	46851729	337711
Townsville	dirofilaria_immitis_chrX	4300001	4400000	0.000194953459379	95015	11652	59768111	170089
Brisbane	dirofilaria_immitis_chrX	4300001	4400000	0.000161030467188	94983	1008	6259685	19555
Rockhampton	dirofilaria_immitis_chrX	4300001	4400000	0.0	94878	0	94878	262
Cairns	dirofilaria_immitis_chrX	4300001	4400000	0.0	94949	0	569139	1701
Townsville	dirofilaria_immitis_chrX	4400001	4500000	0.0002406229718232	95487	14427	59956869	199941
Brisbane	dirofilaria_immitis_chrX	4400001	4500000	0.0002493535425866	95487	1567	6284250	17892
Cairns	dirofilaria_immitis_chrX	4400001	4500000	7.044982211419916e-06	94635	4	567780	5142
Lockhart_River	dirofilaria_immitis_chrX	4400001	4500000	3.14669911263085e-05	95338	3	95338	149
Rockhampton	dirofilaria_immitis_chrX	4400001	4500000	1.0567026650041212e-05	94634	1	94634	853
Sydney	dirofilaria_immitis_chrX	4400001	4500000	0.0001832314815985	95487	8581	46831472	530080
Cairns	dirofilaria_immitis_chrX	4500001	4600000	0.0	95851	0	575106	0
Lockhart_River	dirofilaria_immitis_chrX	4500001	4600000	2.0865718667515205e-05	95851	2	95851	0
Sydney	dirofilaria_immitis_chrX	4500001	4600000	0.0001524110806084	95851	7221	47378445	163651
Rockhampton	dirofilaria_immitis_chrX	4500001	4600000	0.0	95851	0	95851	0
Townsville	dirofilaria_immitis_chrX	4500001	4600000	0.0001869303431102	95851	11288	60386130	0
Brisbane	dirofilaria_immitis_chrX	4500001	4600000	0.000193324044927	95851	1223	6326166	0
Cairns	dirofilaria_immitis_chrX	4600001	4700000	1.864947930653776e-05	90468	10	536208	29082
Brisbane	dirofilaria_immitis_chrX	4600001	4700000	0.000207328721644	92912	1219	5879552	338638
Lockhart_River	dirofilaria_immitis_chrX	4600001	4700000	2.1919009260781413e-05	91245	2	91245	2970
Rockhampton	dirofilaria_immitis_chrX	4600001	4700000	3.309395373465268e-05	90651	3	90651	3564
Townsville	dirofilaria_immitis_chrX	4600001	4700000	0.0002146596329583	93425	12151	56605892	2749558
Sydney	dirofilaria_immitis_chrX	4600001	4700000	0.0001607628693456	93396	7027	43710342	3020298
