pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
EUR	CENAM	dirofilaria_immitis_chrX	1100001	1200000	0.0005139510589157	92230	36912	71820068	636428
ASIA	CENAM	dirofilaria_immitis_chrX	1100001	1200000	0.0009507331599298	92243	34214	35986964	241284
CENAM	USA	dirofilaria_immitis_chrX	1100001	1200000	0.0009466166537287	92247	165662	175004316	961460
ASIA	USA	dirofilaria_immitis_chrX	1100001	1200000	0.0008820249683878	92248	76902	87188008	794880
CENAM	USA	dirofilaria_immitis_chrX	1200001	1300000	0.0009317312543213	91823	159266	170935556	8402204
AUS	USA	dirofilaria_immitis_chrX	1200001	1300000	0.0010104644741114	91840	538642	533063768	30569192
EUR	ASIA	dirofilaria_immitis_chrX	1200001	1300000	0.0009643123081589	91044	33422	34658896	2263584
EUR	CENAM	dirofilaria_immitis_chrX	1200001	1300000	0.0004734251792113	91272	33074	69861092	3983868
EUR	USA	dirofilaria_immitis_chrX	1200001	1300000	0.0008835637549214	91399	149182	168841240	10496520
ASIA	CENAM	dirofilaria_immitis_chrX	1200001	1300000	0.0010233459746547	91305	35890	35071228	1851252
ASIA	USA	dirofilaria_immitis_chrX	1200001	1300000	0.0009022036279369	91412	76470	84759136	4909744
AUS	ASIA	dirofilaria_immitis_chrX	1200001	1300000	0.0009451390820604	91324	103400	109401888	6640192
AUS	CENAM	dirofilaria_immitis_chrX	1200001	1300000	0.0008390181439339	91847	185058	220564956	11519204
AUS	EUR	dirofilaria_immitis_chrX	1200001	1300000	0.0008780234459909	91198	191362	217946344	14137816
CENAM	USA	dirofilaria_immitis_chrX	1300001	1400000	0.0012368664439827	93246	218350	176534824	1007464
AUS	EUR	dirofilaria_immitis_chrX	1300001	1400000	0.000952310187367	93247	216138	226961764	2798844
EUR	USA	dirofilaria_immitis_chrX	1300001	1400000	0.0012966566581391	93247	227492	175445056	2097232
EUR	CENAM	dirofilaria_immitis_chrX	1300001	1400000	0.0006007236945892	93246	43532	72465928	639720
EUR	ASIA	dirofilaria_immitis_chrX	1300001	1400000	0.0013408570528049	93194	48362	36067976	484848
AUS	USA	dirofilaria_immitis_chrX	1300001	1400000	0.0012423656579314	93247	686884	552883924	5106124
AUS	CENAM	dirofilaria_immitis_chrX	1300001	1400000	0.0008066085765329	93246	184202	228366032	1394576
AUS	ASIA	dirofilaria_immitis_chrX	1300001	1400000	0.0011185853895612	93194	127186	113702540	1177764
ASIA	USA	dirofilaria_immitis_chrX	1300001	1400000	0.0012942879888763	93194	113726	87867616	903528
ASIA	CENAM	dirofilaria_immitis_chrX	1300001	1400000	0.0012644935694162	93193	45894	36294372	258452
AUS	EUR	dirofilaria_immitis_chrX	1400001	1500000	0.001235534767298	91978	275794	223218324	5246220
CENAM	USA	dirofilaria_immitis_chrX	1400001	1500000	0.001260510090008	91976	219466	174108880	2431904
AUS	CENAM	dirofilaria_immitis_chrX	1400001	1500000	0.0013240714802825	91964	297854	224953112	3511432
EUR	CENAM	dirofilaria_immitis_chrX	1400001	1500000	0.0005943570107244	91975	42450	71421720	1271544
AUS	USA	dirofilaria_immitis_chrX	1400001	1500000	0.0013055456402604	91972	710476	544198516	10643948
AUS	ASIA	dirofilaria_immitis_chrX	1400001	1500000	0.0010476936239323	91946	117334	111992664	2239608
ASIA	USA	dirofilaria_immitis_chrX	1400001	1500000	0.0012269029126357	91946	106294	86636032	1634360
EUR	USA	dirofilaria_immitis_chrX	1400001	1500000	0.0011945570160571	91983	206386	172771996	3768788
ASIA	CENAM	dirofilaria_immitis_chrX	1400001	1500000	0.0012338878065703	91940	44188	35812008	534624
EUR	ASIA	dirofilaria_immitis_chrX	1400001	1500000	0.0011070781522882	91946	39340	35534980	811652
CENAM	USA	dirofilaria_immitis_chrX	1500001	1600000	0.0012450061431604	93092	219438	176254552	1183016
EUR	ASIA	dirofilaria_immitis_chrX	1500001	1600000	0.0011035697240664	93072	39716	35988664	542600
AUS	CENAM	dirofilaria_immitis_chrX	1500001	1600000	0.0012356809900215	93092	282216	228389044	1236044
AUS	ASIA	dirofilaria_immitis_chrX	1500001	1600000	0.0012013783611494	93072	136498	113617828	1194716
ASIA	CENAM	dirofilaria_immitis_chrX	1500001	1600000	0.0011551451214089	93072	41922	36291544	239720
EUR	USA	dirofilaria_immitis_chrX	1500001	1600000	0.0012190973619639	93092	213082	174786696	2650872
EUR	CENAM	dirofilaria_immitis_chrX	1500001	1600000	0.000516862647324	93092	37398	72355780	706748
ASIA	USA	dirofilaria_immitis_chrX	1500001	1600000	0.0012305066186264	93072	107888	87677708	1041076
AUS	USA	dirofilaria_immitis_chrX	1500001	1600000	0.0013850548159998	93092	764176	551729788	5931140
AUS	EUR	dirofilaria_immitis_chrX	1500001	1600000	0.001185664897244	93092	268540	226488952	3136136
AUS	CENAM	dirofilaria_immitis_chrX	1600001	1700000	0.0011997382799137	95342	280962	234186076	736612
AUS	EUR	dirofilaria_immitis_chrX	1600001	1700000	0.00115606966188	95342	269348	232985960	1936728
CENAM	USA	dirofilaria_immitis_chrX	1600001	1700000	0.0009849305123223	95342	178236	180963020	568148
ASIA	CENAM	dirofilaria_immitis_chrX	1600001	1700000	0.0010648189678835	95342	39646	37232620	141444
ASIA	USA	dirofilaria_immitis_chrX	1600001	1700000	0.0010551790342027	95342	95146	90170480	595104
AUS	ASIA	dirofilaria_immitis_chrX	1600001	1700000	0.0012524774816617	95342	146158	116695112	766232
EUR	USA	dirofilaria_immitis_chrX	1600001	1700000	0.0010424074710204	95342	187670	180035164	1496004
EUR	CENAM	dirofilaria_immitis_chrX	1600001	1700000	0.0006149434431204	95342	45716	74341796	406332
EUR	ASIA	dirofilaria_immitis_chrX	1600001	1700000	0.0011533767558463	95342	42724	37042536	331528
AUS	USA	dirofilaria_immitis_chrX	1600001	1700000	0.001260681828665	95342	714984	567140720	3385808
ASIA	CENAM	dirofilaria_immitis_chrX	1700001	1800000	0.0012349246903701	93353	44936	36387644	206732
ASIA	USA	dirofilaria_immitis_chrX	1700001	1800000	0.0011693482498001	93353	102848	87953268	918788
CENAM	USA	dirofilaria_immitis_chrX	1700001	1800000	0.0012424439213659	93353	219674	176807980	936132
AUS	EUR	dirofilaria_immitis_chrX	1700001	1800000	0.0012082415343364	93353	274448	227146636	2875156
AUS	ASIA	dirofilaria_immitis_chrX	1700001	1800000	0.0010626705610933	93353	120978	113843372	1167524
AUS	CENAM	dirofilaria_immitis_chrX	1700001	1800000	0.0012259641803895	93353	280522	228817452	1204340
AUS	USA	dirofilaria_immitis_chrX	1700001	1800000	0.0012932440924272	93353	715240	553058780	5565572
EUR	ASIA	dirofilaria_immitis_chrX	1700001	1800000	0.0011791594856392	93353	42592	36120644	473732
EUR	USA	dirofilaria_immitis_chrX	1700001	1800000	0.0011872685664422	93353	208378	175510416	2233696
EUR	CENAM	dirofilaria_immitis_chrX	1700001	1800000	0.0007008634104022	93353	50896	72619000	569752
ASIA	USA	dirofilaria_immitis_chrX	1800001	1900000	0.0016564924290256	93427	146300	88319148	1799076
ASIA	CENAM	dirofilaria_immitis_chrX	1800001	1900000	0.0017693456861051	93426	64600	36510672	596832
EUR	USA	dirofilaria_immitis_chrX	1800001	1900000	0.0016782663530382	93452	295488	176067404	4169044
EUR	CENAM	dirofilaria_immitis_chrX	1800001	1900000	0.0009669317529022	93451	70378	72784868	1430140
CENAM	USA	dirofilaria_immitis_chrX	1800001	1900000	0.0017133098373305	93456	303270	177008264	3228184
AUS	EUR	dirofilaria_immitis_chrX	1800001	1900000	0.0017073883991788	93452	389474	228110956	5136212
EUR	ASIA	dirofilaria_immitis_chrX	1800001	1900000	0.0018503692312674	93427	67200	36317076	790428
AUS	ASIA	dirofilaria_immitis_chrX	1800001	1900000	0.0016232449615379	93427	185734	114421424	2202160
AUS	CENAM	dirofilaria_immitis_chrX	1800001	1900000	0.0017594040724596	93459	403466	229319692	3927476
AUS	USA	dirofilaria_immitis_chrX	1800001	1900000	0.0017493985716828	93457	970440	554727788	11729620
EUR	CENAM	dirofilaria_immitis_chrX	1900001	2000000	0.0006360274316461	92413	45720	71883692	568100
EUR	ASIA	dirofilaria_immitis_chrX	1900001	2000000	0.0012445157667196	92406	44490	35748844	477052
AUS	USA	dirofilaria_immitis_chrX	1900001	2000000	0.0015462131947954	92413	847234	547941256	5058136
AUS	CENAM	dirofilaria_immitis_chrX	1900001	2000000	0.0013953400911714	92413	316408	226760488	945144
AUS	ASIA	dirofilaria_immitis_chrX	1900001	2000000	0.0013626698469744	92406	153692	112787408	1065408
AUS	EUR	dirofilaria_immitis_chrX	1900001	2000000	0.0013011236938585	92413	292884	225100812	2604820
ASIA	CENAM	dirofilaria_immitis_chrX	1900001	2000000	0.0014233518132612	92406	51246	36003748	222148
EUR	USA	dirofilaria_immitis_chrX	1900001	2000000	0.0013470374697927	92413	233978	173698212	2256140
ASIA	USA	dirofilaria_immitis_chrX	1900001	2000000	0.0014503318071586	92406	126198	87013192	963984
CENAM	USA	dirofilaria_immitis_chrX	1900001	2000000	0.0015111355335035	92413	264418	174979672	974680
AUS	USA	dirofilaria_immitis_chrX	2000001	2100000	0.0011207811576218	93092	619904	553099948	3962580
AUS	CENAM	dirofilaria_immitis_chrX	2000001	2100000	0.0008125534978232	93092	185714	228556028	822660
AUS	ASIA	dirofilaria_immitis_chrX	2000001	2100000	0.0010172746068014	93092	116022	114051800	637544
AUS	EUR	dirofilaria_immitis_chrX	2000001	2100000	0.0007848263282889	93092	178302	227186568	2192120
EUR	USA	dirofilaria_immitis_chrX	2000001	2100000	0.0008377137081691	93092	147010	175489548	1757620
ASIA	CENAM	dirofilaria_immitis_chrX	2000001	2100000	0.0009996215569262	93092	36388	36401776	90288
EUR	CENAM	dirofilaria_immitis_chrX	2000001	2100000	0.0001254641830089	93092	9100	72530660	453468
EUR	ASIA	dirofilaria_immitis_chrX	2000001	2100000	0.0009247278188307	93092	33460	36183620	308444
ASIA	USA	dirofilaria_immitis_chrX	2000001	2100000	0.0010569931198836	93092	93106	88085720	537864
CENAM	USA	dirofilaria_immitis_chrX	2000001	2100000	0.0008873197693317	93092	156652	176545148	702020
AUS	EUR	dirofilaria_immitis_chrX	2100001	2200000	0.0010822031098028	93709	247952	229117804	1781172
AUS	ASIA	dirofilaria_immitis_chrX	2100001	2200000	0.000789894228264	93709	90748	114886268	563220
CENAM	USA	dirofilaria_immitis_chrX	2100001	2200000	0.0009669566667882	93709	172144	178026592	395344
ASIA	USA	dirofilaria_immitis_chrX	2100001	2200000	0.0008431032143723	93709	74874	88807632	403336
ASIA	CENAM	dirofilaria_immitis_chrX	2100001	2200000	0.001075461914249	93709	39406	36641000	92928
EUR	USA	dirofilaria_immitis_chrX	2100001	2200000	0.0010198708432339	93709	180642	177122428	1299508
AUS	CENAM	dirofilaria_immitis_chrX	2100001	2200000	0.0009430548487828	93709	217174	230287772	611204
AUS	USA	dirofilaria_immitis_chrX	2100001	2200000	0.0009904022273334	93709	552802	558159084	2595572
EUR	CENAM	dirofilaria_immitis_chrX	2100001	2200000	0.0006174735997331	93709	45124	73078428	389428
EUR	ASIA	dirofilaria_immitis_chrX	2100001	2200000	0.0010887666883695	93709	39692	36455928	278000
AUS	EUR	dirofilaria_immitis_chrX	2200001	2300000	0.0010338382951886	94937	237364	229594900	6318316
AUS	ASIA	dirofilaria_immitis_chrX	2200001	2300000	0.0008290829399092	94867	95456	115134440	2822168
ASIA	CENAM	dirofilaria_immitis_chrX	2200001	2300000	0.0009062586590854	94817	33308	36753304	778344
EUR	USA	dirofilaria_immitis_chrX	2200001	2300000	0.0010037200994538	94943	178148	177487728	4808848
EUR	ASIA	dirofilaria_immitis_chrX	2200001	2300000	0.0008843884148074	94768	32308	36531460	1000188
EUR	CENAM	dirofilaria_immitis_chrX	2200001	2300000	0.0010355211307159	94851	75900	73296428	1766868
AUS	USA	dirofilaria_immitis_chrX	2200001	2300000	0.0010562409958069	95086	590850	559389384	13542712
AUS	CENAM	dirofilaria_immitis_chrX	2200001	2300000	0.0011583803761853	94941	267590	231003568	4909648
CENAM	USA	dirofilaria_immitis_chrX	2200001	2300000	0.0010384212503642	94925	185488	178625004	3671572
ASIA	USA	dirofilaria_immitis_chrX	2200001	2300000	0.0008660979371869	94867	77074	88989936	2158352
ASIA	CENAM	dirofilaria_immitis_chrX	2300001	2400000	0.0006750643558096	94128	24876	36849820	48356
EUR	USA	dirofilaria_immitis_chrX	2300001	2400000	0.000691026305492	94128	122770	177663280	1556432
AUS	USA	dirofilaria_immitis_chrX	2300001	2400000	0.0006768418090721	94128	379576	560804600	2457352
AUS	CENAM	dirofilaria_immitis_chrX	2300001	2400000	0.0006480293682997	94128	150008	231483336	448056
AUS	EUR	dirofilaria_immitis_chrX	2300001	2400000	0.0007048564355429	94128	162158	230058196	1873196
AUS	ASIA	dirofilaria_immitis_chrX	2300001	2400000	0.000506456288293	94128	58548	115603264	362432
CENAM	USA	dirofilaria_immitis_chrX	2300001	2400000	0.0007051523728583	94128	126054	178761364	458348
ASIA	USA	dirofilaria_immitis_chrX	2300001	2400000	0.000676682175208	94128	60410	89273816	336040
EUR	ASIA	dirofilaria_immitis_chrX	2300001	2400000	0.0006884815996234	94128	25214	36622620	275556
EUR	CENAM	dirofilaria_immitis_chrX	2300001	2400000	0.0005566716018281	94128	40822	73332284	464068
AUS	CENAM	dirofilaria_immitis_chrX	2400001	2500000	0.0006332859157236	94019	145534	229807732	3954412
AUS	USA	dirofilaria_immitis_chrX	2400001	2500000	0.0006678240453969	94038	371848	556805348	10902716
ASIA	CENAM	dirofilaria_immitis_chrX	2400001	2500000	0.0007893047618067	93911	28852	36553688	635744
EUR	USA	dirofilaria_immitis_chrX	2400001	2500000	0.0006972342318044	93989	123252	176772732	3861652
EUR	ASIA	dirofilaria_immitis_chrX	2400001	2500000	0.0007824135817627	93893	28458	36372068	817364
EUR	CENAM	dirofilaria_immitis_chrX	2400001	2500000	0.0005925361660884	93989	43230	72957572	1421292
AUS	EUR	dirofilaria_immitis_chrX	2400001	2500000	0.0006292239204279	94018	143874	228653100	5109044
AUS	ASIA	dirofilaria_immitis_chrX	2400001	2500000	0.0005642863686204	93916	64654	114576576	2304496
ASIA	USA	dirofilaria_immitis_chrX	2400001	2500000	0.0006999111437578	93913	61988	88565528	1751664
CENAM	USA	dirofilaria_immitis_chrX	2400001	2500000	0.0007556744189041	94014	134266	177677048	2957336
AUS	USA	dirofilaria_immitis_chrX	2500001	2600000	0.0006127785841617	94112	343788	561031356	3367556
AUS	CENAM	dirofilaria_immitis_chrX	2500001	2600000	0.0008867783767913	94023	205168	231363332	1036220
ASIA	CENAM	dirofilaria_immitis_chrX	2500001	2600000	0.0008522888063535	94023	31382	36820852	151804
EUR	USA	dirofilaria_immitis_chrX	2500001	2600000	0.000545583034609	94055	97022	177831776	1749696
CENAM	USA	dirofilaria_immitis_chrX	2500001	2600000	0.0007542643365454	94023	134792	178706580	874892
ASIA	USA	dirofilaria_immitis_chrX	2500001	2600000	0.0007071998911882	94041	63142	89284516	506220
AUS	EUR	dirofilaria_immitis_chrX	2500001	2600000	0.0006065735560998	94055	139652	230230940	2168612
AUS	ASIA	dirofilaria_immitis_chrX	2500001	2600000	0.0005788491670219	94041	66912	115594880	604896
EUR	ASIA	dirofilaria_immitis_chrX	2500001	2600000	0.0007483126801799	94041	27418	36639764	332892
EUR	CENAM	dirofilaria_immitis_chrX	2500001	2600000	0.0007446912724779	94023	54612	73335088	610224
AUS	CENAM	dirofilaria_immitis_chrX	2600001	2700000	0.0008336260345832	95159	195110	234049792	421984
