pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Ferret	dirofilaria_immitis_chrX	500001	600000	0.0015288708965428	92879	142	92879	1676
Dog	dirofilaria_immitis_chrX	600001	700000	0.0011239207075666	93718	2663100	2369473204	42799946
Wildcat	dirofilaria_immitis_chrX	600001	700000	9.617028551889212e-05	93584	9	93584	1294
Fox	dirofilaria_immitis_chrX	600001	700000	0.0007196569563991	93686	1011	1404836	18334
Cat	dirofilaria_immitis_chrX	600001	700000	0.0011095182174503	93690	2910	2622760	33824
Leopard	dirofilaria_immitis_chrX	600001	700000	0.0005446099631587	93645	51	93645	1233
Ferret	dirofilaria_immitis_chrX	600001	700000	0.0018162975309037	93597	170	93597	1281
Golden_jackal	dirofilaria_immitis_chrX	600001	700000	2.1351097446408747e-05	93672	2	93672	1206
Wildcat	dirofilaria_immitis_chrX	700001	800000	5.395896959951653e-05	92663	5	92663	285
Ferret	dirofilaria_immitis_chrX	700001	800000	0.0013788942991338	92828	128	92828	120
Fox	dirofilaria_immitis_chrX	700001	800000	0.0005275207958028	92948	735	1393310	910
Cat	dirofilaria_immitis_chrX	700001	800000	0.000733652582434	92948	1908	2600686	1858
Dog	dirofilaria_immitis_chrX	700001	800000	0.0008989550387142	92948	2110722	2347972823	15230077
Leopard	dirofilaria_immitis_chrX	700001	800000	0.0003012728779091	92939	28	92939	9
Golden_jackal	dirofilaria_immitis_chrX	700001	800000	3.22768058872894e-05	92946	3	92946	2
Fox	dirofilaria_immitis_chrX	800001	900000	0.0005363150281971	94477	759	1415213	3577
Ferret	dirofilaria_immitis_chrX	800001	900000	0.0013281059084775	94119	125	94119	467
Dog	dirofilaria_immitis_chrX	800001	900000	0.0009744770905517	94503	2321721	2382530100	22318950
Cat	dirofilaria_immitis_chrX	800001	900000	0.0009521299689638	94483	2511	2637245	11163
Leopard	dirofilaria_immitis_chrX	800001	900000	0.0004024357956049	94425	38	94425	161
Wildcat	dirofilaria_immitis_chrX	800001	900000	4.251745873149162e-05	94079	4	94079	507
Golden_jackal	dirofilaria_immitis_chrX	800001	900000	3.1764182707578934e-05	94446	3	94446	140
Dog	dirofilaria_immitis_chrX	900001	1000000	0.0011257286436324	93438	2654155	2357721832	17939318
Fox	dirofilaria_immitis_chrX	900001	1000000	0.0010638654874181	93438	1490	1400553	1017
Cat	dirofilaria_immitis_chrX	900001	1000000	0.0010796852941424	93438	2819	2610946	5318
Leopard	dirofilaria_immitis_chrX	900001	1000000	0.0004284673722096	93356	40	93356	82
Wildcat	dirofilaria_immitis_chrX	900001	1000000	7.514519124451172e-05	93153	7	93153	285
Golden_jackal	dirofilaria_immitis_chrX	900001	1000000	6.428732146875101e-05	93331	6	93331	107
Ferret	dirofilaria_immitis_chrX	900001	1000000	0.0018677143041154	93162	174	93162	276
Leopard	dirofilaria_immitis_chrX	1000001	1100000	0.0002134904623135	93681	20	93681	32
Cat	dirofilaria_immitis_chrX	1000001	1100000	0.0009820952078035	93706	2569	2615836	8128
Fox	dirofilaria_immitis_chrX	1000001	1100000	0.0009079517647067	93711	1276	1405361	334
Dog	dirofilaria_immitis_chrX	1000001	1100000	0.0010809805439573	93713	2555304	2363876033	18776992
Golden_jackal	dirofilaria_immitis_chrX	1000001	1100000	2.1353605022367903e-05	93661	2	93661	52
Ferret	dirofilaria_immitis_chrX	1000001	1100000	0.0014413683390098	93661	135	93661	52
Wildcat	dirofilaria_immitis_chrX	1000001	1100000	0.0001069621674813	93491	10	93491	222
Fox	dirofilaria_immitis_chrX	1100001	1200000	0.0006007472745349	92222	829	1379948	6337
Golden_jackal	dirofilaria_immitis_chrX	1100001	1200000	0.0	92165	0	92165	254
Ferret	dirofilaria_immitis_chrX	1100001	1200000	0.0010219835177977	91978	94	91978	441
Leopard	dirofilaria_immitis_chrX	1100001	1200000	1.0851871947911016e-05	92150	1	92150	269
Wildcat	dirofilaria_immitis_chrX	1100001	1200000	3.2755740443512724e-05	91587	3	91587	832
Dog	dirofilaria_immitis_chrX	1100001	1200000	0.0008727630776266	92260	2032922	2329294229	20458846
Cat	dirofilaria_immitis_chrX	1100001	1200000	0.0008029528795892	92247	2069	2576739	10993
Dog	dirofilaria_immitis_chrX	1200001	1300000	0.000885664498946	92786	2005411	2264300988	130479762
Cat	dirofilaria_immitis_chrX	1200001	1300000	0.000833253758854	91309	2103	2523841	113479
Ferret	dirofilaria_immitis_chrX	1200001	1300000	0.0014044317624503	89716	126	89716	4474
Leopard	dirofilaria_immitis_chrX	1200001	1300000	0.0007739852500525	90441	70	90441	3749
Golden_jackal	dirofilaria_immitis_chrX	1200001	1300000	6.70713303598377e-05	89457	6	89457	4733
Wildcat	dirofilaria_immitis_chrX	1200001	1300000	2.232093033637642e-05	89602	2	89602	4588
Fox	dirofilaria_immitis_chrX	1200001	1300000	0.0006569313707818	90517	882	1342606	70244
Cat	dirofilaria_immitis_chrX	1300001	1400000	0.0011043762446824	93188	2872	2600563	10353
Leopard	dirofilaria_immitis_chrX	1300001	1400000	0.0006875510291779	93084	64	93084	163
Wildcat	dirofilaria_immitis_chrX	1300001	1400000	1.0791560999298548e-05	92665	1	92665	582
Fox	dirofilaria_immitis_chrX	1300001	1400000	0.0008071100362409	93226	1124	1392623	6082
Ferret	dirofilaria_immitis_chrX	1300001	1400000	0.0020343580470162	92904	189	92904	343
Golden_jackal	dirofilaria_immitis_chrX	1300001	1400000	5.380972879896685e-05	92920	5	92920	327
Dog	dirofilaria_immitis_chrX	1300001	1400000	0.0010506443265188	93247	2468097	2349127043	21677932
Ferret	dirofilaria_immitis_chrX	1400001	1500000	0.0015299208812344	91508	140	91508	1213
Golden_jackal	dirofilaria_immitis_chrX	1400001	1500000	0.0001306805188016	91827	12	91827	894
Wildcat	dirofilaria_immitis_chrX	1400001	1500000	0.0001530606666885	91467	14	91467	1254
Leopard	dirofilaria_immitis_chrX	1400001	1500000	0.0004463070810428	91865	41	91865	856
Cat	dirofilaria_immitis_chrX	1400001	1500000	0.0010712716941279	91933	2751	2567976	28212
Fox	dirofilaria_immitis_chrX	1400001	1500000	0.0008897372730861	91923	1224	1375687	15128
Dog	dirofilaria_immitis_chrX	1400001	1500000	0.0011354755799078	92031	2626527	2313151464	44279961
Leopard	dirofilaria_immitis_chrX	1500001	1600000	0.0009561975568615	93077	89	93077	115
Golden_jackal	dirofilaria_immitis_chrX	1500001	1600000	4.2977479800584495e-05	93072	4	93072	120
Cat	dirofilaria_immitis_chrX	1500001	1600000	0.0010709364616166	93092	2784	2599594	9782
Fox	dirofilaria_immitis_chrX	1500001	1600000	0.0005834791433119	93092	813	1393366	4514
Dog	dirofilaria_immitis_chrX	1500001	1600000	0.0011600631025337	93092	2720295	2344954334	24452266
Wildcat	dirofilaria_immitis_chrX	1500001	1600000	6.484593686167281e-05	92527	6	92527	665
Ferret	dirofilaria_immitis_chrX	1500001	1600000	0.0016346370998096	92987	152	92987	205
Golden_jackal	dirofilaria_immitis_chrX	1600001	1700000	1.0489987307115358e-05	95329	1	95329	13
Dog	dirofilaria_immitis_chrX	1600001	1700000	0.0010402849054666	95342	2506930	2409849443	14220907
Ferret	dirofilaria_immitis_chrX	1600001	1700000	0.0015225974462365	95232	145	95232	110
Cat	dirofilaria_immitis_chrX	1600001	1700000	0.0008369136725423	95342	2230	2664552	5024
Fox	dirofilaria_immitis_chrX	1600001	1700000	0.0005371797642704	95342	768	1429689	441
Wildcat	dirofilaria_immitis_chrX	1600001	1700000	7.362066426873646e-05	95082	7	95082	260
Leopard	dirofilaria_immitis_chrX	1600001	1700000	0.0005561151683035	95304	53	95304	38
Golden_jackal	dirofilaria_immitis_chrX	1700001	1800000	5.356645454350668e-05	93342	5	93342	11
Ferret	dirofilaria_immitis_chrX	1700001	1800000	0.0017795120277861	93284	166	93284	69
Leopard	dirofilaria_immitis_chrX	1700001	1800000	0.0008248438688391	93351	77	93351	2
Cat	dirofilaria_immitis_chrX	1700001	1800000	0.0010114366006521	93353	2636	2606194	7690
Wildcat	dirofilaria_immitis_chrX	1700001	1800000	7.515487271985484e-05	93141	7	93141	212
Fox	dirofilaria_immitis_chrX	1700001	1800000	0.0008504470921856	93353	1190	1399264	1031
Dog	dirofilaria_immitis_chrX	1700001	1800000	0.0011248088090108	93353	2644585	2351141793	22358232
Fox	dirofilaria_immitis_chrX	1800001	1900000	0.0014129641244265	93433	1978	1399894	20036
Leopard	dirofilaria_immitis_chrX	1800001	1900000	0.0004070701660417	93350	38	93350	1312
Wildcat	dirofilaria_immitis_chrX	1800001	1900000	8.585441238020627e-05	93181	8	93181	1481
Golden_jackal	dirofilaria_immitis_chrX	1800001	1900000	2.1429795988342192e-05	93328	2	93328	1334
Ferret	dirofilaria_immitis_chrX	1800001	1900000	0.0025077160493827	93312	234	93312	1350
Dog	dirofilaria_immitis_chrX	1800001	1900000	0.0015763483894129	93465	3717812	2358496399	48284951
Cat	dirofilaria_immitis_chrX	1800001	1900000	0.0013744517415785	93417	3589	2611223	39313
Wildcat	dirofilaria_immitis_chrX	1900001	2000000	5.426053739636237e-05	92148	5	92148	265
Dog	dirofilaria_immitis_chrX	1900001	2000000	0.0013221420212825	92413	3079238	2328976729	20623796
Ferret	dirofilaria_immitis_chrX	1900001	2000000	0.0021568074913836	92266	199	92266	147
Leopard	dirofilaria_immitis_chrX	1900001	2000000	0.0004545454545454	92400	42	92400	13
Fox	dirofilaria_immitis_chrX	1900001	2000000	0.0012457595981102	92406	1719	1379881	6314
Cat	dirofilaria_immitis_chrX	1900001	2000000	0.001441089830001	92400	3716	2578604	8960
Golden_jackal	dirofilaria_immitis_chrX	1900001	2000000	3.25048215485297e-05	92294	3	92294	119
Fox	dirofilaria_immitis_chrX	2000001	2100000	0.0010830187677828	93092	1510	1394251	2129
Ferret	dirofilaria_immitis_chrX	2000001	2100000	0.0015699599982794	92996	146	92996	96
Wildcat	dirofilaria_immitis_chrX	2000001	2100000	2.150237063636266e-05	93013	2	93013	79
Leopard	dirofilaria_immitis_chrX	2000001	2100000	0.0004189584049501	93088	39	93088	4
Cat	dirofilaria_immitis_chrX	2000001	2100000	0.0007988203458042	93092	2077	2600084	6492
Dog	dirofilaria_immitis_chrX	2000001	2100000	0.0008842908468574	93092	2078966	2350997986	15866114
Golden_jackal	dirofilaria_immitis_chrX	2000001	2100000	3.2226531028778295e-05	93091	3	93091	1
Wildcat	dirofilaria_immitis_chrX	2100001	2200000	5.348108374068092e-05	93491	5	93491	218
Cat	dirofilaria_immitis_chrX	2100001	2200000	0.000819906677909	93709	2149	2621030	2822
Dog	dirofilaria_immitis_chrX	2100001	2200000	0.0009011176451795	93709	2136622	2371079971	11471354
Fox	dirofilaria_immitis_chrX	2100001	2200000	0.0008126627371363	93709	1142	1405257	378
Golden_jackal	dirofilaria_immitis_chrX	2100001	2200000	1.0680679718457285e-05	93627	1	93627	82
Leopard	dirofilaria_immitis_chrX	2100001	2200000	0.0005657376471718	93683	53	93683	26
Ferret	dirofilaria_immitis_chrX	2100001	2200000	0.0010672472491702	93699	100	93699	10
Dog	dirofilaria_immitis_chrX	2200001	2300000	0.0009650307713531	95423	2293771	2376888974	57402226
Cat	dirofilaria_immitis_chrX	2200001	2300000	0.0008420874949816	94866	2215	2630368	50464
Wildcat	dirofilaria_immitis_chrX	2200001	2300000	0.0001178007667759	93378	11	93378	2366
Ferret	dirofilaria_immitis_chrX	2200001	2300000	0.0013107416879795	93840	123	93840	1904
Golden_jackal	dirofilaria_immitis_chrX	2200001	2300000	2.1324234993069625e-05	93790	2	93790	1954
Leopard	dirofilaria_immitis_chrX	2200001	2300000	0.0009901938863512	93921	93	93921	1823
Fox	dirofilaria_immitis_chrX	2200001	2300000	0.0008210145516277	94402	1152	1403142	33018
Wildcat	dirofilaria_immitis_chrX	2300001	2400000	2.12677718818788e-05	94039	2	94039	89
Leopard	dirofilaria_immitis_chrX	2300001	2400000	1.062383137854836e-05	94128	1	94128	0
Dog	dirofilaria_immitis_chrX	2300001	2400000	0.0006197273257951	94128	1476232	2382066981	11137419
Fox	dirofilaria_immitis_chrX	2300001	2400000	0.00056384000544	94128	796	1411748	172
Ferret	dirofilaria_immitis_chrX	2300001	2400000	0.0005843479739062	94122	55	94122	6
Golden_jackal	dirofilaria_immitis_chrX	2300001	2400000	1.062473438164046e-05	94120	1	94120	8
Cat	dirofilaria_immitis_chrX	2300001	2400000	0.0005450751736857	94128	1436	2634499	1085
Cat	dirofilaria_immitis_chrX	2400001	2500000	0.0005751889606495	93821	1506	2618270	38118
Golden_jackal	dirofilaria_immitis_chrX	2400001	2500000	1.0685929836184696e-05	93581	1	93581	1290
Wildcat	dirofilaria_immitis_chrX	2400001	2500000	6.416631909910488e-05	93507	6	93507	1364
Fox	dirofilaria_immitis_chrX	2400001	2500000	0.0004230571119967	93832	593	1401702	21363
Dog	dirofilaria_immitis_chrX	2400001	2500000	0.0006092692419871	94236	1441375	2365743912	46351263
Leopard	dirofilaria_immitis_chrX	2400001	2500000	6.402526863935634e-05	93713	6	93713	1158
Ferret	dirofilaria_immitis_chrX	2400001	2500000	0.0007811831178837	93448	73	93448	1423
Leopard	dirofilaria_immitis_chrX	2500001	2600000	1.0635921762159518e-05	94021	1	94021	297
Dog	dirofilaria_immitis_chrX	2500001	2600000	0.0005840258538841	94141	1391528	2382647944	15387206
Fox	dirofilaria_immitis_chrX	2500001	2600000	0.0005489474606215	94027	774	1409971	4799
Cat	dirofilaria_immitis_chrX	2500001	2600000	0.0005272696813475	94034	1388	2632429	8475
Golden_jackal	dirofilaria_immitis_chrX	2500001	2600000	0.0	93997	0	93997	321
Wildcat	dirofilaria_immitis_chrX	2500001	2600000	0.0	94018	0	94018	300
Ferret	dirofilaria_immitis_chrX	2500001	2600000	0.0007235043144264	93987	68	93987	331
Wildcat	dirofilaria_immitis_chrX	2600001	2700000	2.104731436268732e-05	95024	2	95024	135
Leopard	dirofilaria_immitis_chrX	2600001	2700000	0.0	95157	0	95157	2
Golden_jackal	dirofilaria_immitis_chrX	2600001	2700000	0.0	95113	0	95113	46
Cat	dirofilaria_immitis_chrX	2600001	2700000	0.0006292940117192	95158	1676	2663302	1150
Ferret	dirofilaria_immitis_chrX	2600001	2700000	0.0009458152927823	95156	90	95156	3
Fox	dirofilaria_immitis_chrX	2600001	2700000	0.0005313298878669	95159	758	1426609	776
Dog	dirofilaria_immitis_chrX	2600001	2700000	0.0006305209447992	95159	1519508	2409924702	9492873
Golden_jackal	dirofilaria_immitis_chrX	2700001	2800000	3.193833771598301e-05	93931	3	93931	98
Fox	dirofilaria_immitis_chrX	2700001	2800000	0.0003316001414637	93956	466	1405307	5128
Ferret	dirofilaria_immitis_chrX	2700001	2800000	0.0003828850387671	94023	36	94023	6
Leopard	dirofilaria_immitis_chrX	2700001	2800000	2.1283161826520943e-05	93971	2	93971	58
Cat	dirofilaria_immitis_chrX	2700001	2800000	0.0002744609522274	93998	722	2630611	2201
Dog	dirofilaria_immitis_chrX	2700001	2800000	0.0003065197194336	94029	728542	2376819349	13867976
Wildcat	dirofilaria_immitis_chrX	2700001	2800000	1.0644526052477514e-05	93945	1	93945	84
Ferret	dirofilaria_immitis_chrX	2800001	2900000	0.0004340599426193	94457	41	94457	0
Fox	dirofilaria_immitis_chrX	2800001	2900000	0.000381960722294	94456	541	1416376	479
Cat	dirofilaria_immitis_chrX	2800001	2900000	0.0003496334146622	94457	924	2642768	2028
Leopard	dirofilaria_immitis_chrX	2800001	2900000	1.0586827868765682e-05	94457	1	94457	0
Golden_jackal	dirofilaria_immitis_chrX	2800001	2900000	0.0	94456	0	94456	1
Wildcat	dirofilaria_immitis_chrX	2800001	2900000	1.0588285121341748e-05	94444	1	94444	13
Dog	dirofilaria_immitis_chrX	2800001	2900000	0.0003884248816385	94457	929949	2394154041	7415184
Fox	dirofilaria_immitis_chrX	2900001	3000000	0.0003096058203073	94569	439	1417932	603
Cat	dirofilaria_immitis_chrX	2900001	3000000	0.0003471492961066	94569	919	2647276	656
Dog	dirofilaria_immitis_chrX	2900001	3000000	0.0003345741279302	94569	802460	2398452041	5964784
Golden_jackal	dirofilaria_immitis_chrX	2900001	3000000	3.172286901627383e-05	94569	3	94569	0
Wildcat	dirofilaria_immitis_chrX	2900001	3000000	6.350819255683983e-05	94476	6	94476	93
Leopard	dirofilaria_immitis_chrX	2900001	3000000	5.287144836045638e-05	94569	5	94569	0
Ferret	dirofilaria_immitis_chrX	2900001	3000000	0.0004335504610439	94568	41	94568	1
Wildcat	dirofilaria_immitis_chrX	3000001	3100000	0.0	93874	0	93874	0
Dog	dirofilaria_immitis_chrX	3000001	3100000	0.0003345740025394	93874	797211	2382764333	3982117
Golden_jackal	dirofilaria_immitis_chrX	3000001	3100000	0.0	93874	0	93874	0
Ferret	dirofilaria_immitis_chrX	3000001	3100000	0.0002769669983168	93874	26	93874	0
Leopard	dirofilaria_immitis_chrX	3000001	3100000	1.0652576858342033e-05	93874	1	93874	0
Cat	dirofilaria_immitis_chrX	3000001	3100000	0.0003214795516178	93874	845	2628472	0
Fox	dirofilaria_immitis_chrX	3000001	3100000	0.0002947231768175	93874	415	1408101	9
Golden_jackal	dirofilaria_immitis_chrX	3100001	3200000	0.0	93212	0	93212	20
Wildcat	dirofilaria_immitis_chrX	3100001	3200000	0.0	93226	0	93226	6
Fox	dirofilaria_immitis_chrX	3100001	3200000	0.0002703073781042	93232	378	1398408	72
Dog	dirofilaria_immitis_chrX	3100001	3200000	0.0004466277028911	93232	1056523	2365556353	4867247
Ferret	dirofilaria_immitis_chrX	3100001	3200000	0.0002145186202162	93232	20	93232	0
Leopard	dirofilaria_immitis_chrX	3100001	3200000	1.0726506269642914e-05	93227	1	93227	5
Cat	dirofilaria_immitis_chrX	3100001	3200000	0.0004052869646228	93232	1058	2610496	0
Leopard	dirofilaria_immitis_chrX	3200001	3300000	0.0	94760	0	94760	154
Wildcat	dirofilaria_immitis_chrX	3200001	3300000	0.0	94782	0	94782	132
Cat	dirofilaria_immitis_chrX	3200001	3300000	0.0002321730076489	94914	617	2657501	91
Ferret	dirofilaria_immitis_chrX	3200001	3300000	0.0003371473123037	94914	32	94914	0
Golden_jackal	dirofilaria_immitis_chrX	3200001	3300000	0.0	94755	0	94755	159
Dog	dirofilaria_immitis_chrX	3200001	3300000	0.0004582735669461	94914	1103832	2408674817	4513633
Fox	dirofilaria_immitis_chrX	3200001	3300000	0.0004017737044729	94914	572	1423687	23
Fox	dirofilaria_immitis_chrX	3300001	3400000	0.0003792755976039	95529	542	1429040	4795
Golden_jackal	dirofilaria_immitis_chrX	3300001	3400000	1.0497805958554662e-05	95258	1	95258	331
Wildcat	dirofilaria_immitis_chrX	3300001	3400000	4.202475257926919e-05	95182	4	95182	407
Ferret	dirofilaria_immitis_chrX	3300001	3400000	0.0004200974626113	95216	40	95216	373
Dog	dirofilaria_immitis_chrX	3300001	3400000	0.0004192674916368	95589	1013758	2417926551	12423774
Leopard	dirofilaria_immitis_chrX	3300001	3400000	0.0	95301	0	95301	288
Cat	dirofilaria_immitis_chrX	3300001	3400000	0.0003480046610172	95574	930	2672378	4114
Wildcat	dirofilaria_immitis_chrX	3400001	3500000	0.0	95275	0	95275	0
Cat	dirofilaria_immitis_chrX	3400001	3500000	0.0002252877010158	95275	601	2667700	0
Fox	dirofilaria_immitis_chrX	3400001	3500000	0.0001420503250013	95275	203	1429071	54
Leopard	dirofilaria_immitis_chrX	3400001	3500000	0.0	95275	0	95275	0
Ferret	dirofilaria_immitis_chrX	3400001	3500000	0.0003148779847808	95275	30	95275	0
Golden_jackal	dirofilaria_immitis_chrX	3400001	3500000	0.0	95275	0	95275	0
Dog	dirofilaria_immitis_chrX	3400001	3500000	0.000333067260989	95275	805373	2418049128	4317747
Cat	dirofilaria_immitis_chrX	3500001	3600000	0.0005387651413353	95662	1443	2678347	189
Leopard	dirofilaria_immitis_chrX	3500001	3600000	0.0	95648	0	95648	14
Wildcat	dirofilaria_immitis_chrX	3500001	3600000	1.0453799433404073e-05	95659	1	95659	3
Golden_jackal	dirofilaria_immitis_chrX	3500001	3600000	0.0	95662	0	95662	0
Ferret	dirofilaria_immitis_chrX	3500001	3600000	0.0006063330441055	95657	58	95657	5
Fox	dirofilaria_immitis_chrX	3500001	3600000	0.0003191949040324	95662	458	1434860	70
Dog	dirofilaria_immitis_chrX	3500001	3600000	0.0005674522755757	95662	1377692	2427855274	4351076
Leopard	dirofilaria_immitis_chrX	3600001	3700000	5.237466742086188e-05	95466	5	95466	7
Cat	dirofilaria_immitis_chrX	3600001	3700000	0.0003086274272144	95473	825	2673126	118
Ferret	dirofilaria_immitis_chrX	3600001	3700000	0.0001361641511212	95473	13	95473	0
Fox	dirofilaria_immitis_chrX	3600001	3700000	0.0002835096539925	95473	406	1432050	45
Dog	dirofilaria_immitis_chrX	3600001	3700000	0.0002971940687813	95473	720396	2423991848	3409177
Wildcat	dirofilaria_immitis_chrX	3600001	3700000	1.047482376109022e-05	95467	1	95467	6
Golden_jackal	dirofilaria_immitis_chrX	3600001	3700000	7.331915829606276e-05	95473	7	95473	0
Wildcat	dirofilaria_immitis_chrX	3700001	3800000	1.060175565073576e-05	94324	1	94324	1191
Fox	dirofilaria_immitis_chrX	3700001	3800000	0.0002110477497298	94491	299	1416741	15984
Cat	dirofilaria_immitis_chrX	3700001	3800000	0.0002017388908297	94442	533	2642029	32391
Golden_jackal	dirofilaria_immitis_chrX	3700001	3800000	2.117836418315049e-05	94436	2	94436	1079
Ferret	dirofilaria_immitis_chrX	3700001	3800000	9.534504311714728e-05	94394	9	94394	1121
Leopard	dirofilaria_immitis_chrX	3700001	3800000	2.116827721975847e-05	94481	2	94481	1034
Dog	dirofilaria_immitis_chrX	3700001	3800000	0.0002401556389063	94504	575661	2397033035	31435840
Wildcat	dirofilaria_immitis_chrX	3800001	3900000	0.0	94979	0	94979	0
Golden_jackal	dirofilaria_immitis_chrX	3800001	3900000	0.0	94979	0	94979	0
Ferret	dirofilaria_immitis_chrX	3800001	3900000	0.0001579479403588	94968	15	94968	11
Cat	dirofilaria_immitis_chrX	3800001	3900000	0.0001978235646978	94979	526	2658935	477
Fox	dirofilaria_immitis_chrX	3800001	3900000	0.0002028877455099	94979	289	1424433	252
Dog	dirofilaria_immitis_chrX	3800001	3900000	0.0002260458501234	94979	545009	2411055101	3785974
Leopard	dirofilaria_immitis_chrX	3800001	3900000	0.0	94979	0	94979	0
Cat	dirofilaria_immitis_chrX	3900001	4000000	0.0002584514763004	94860	686	2654270	25442
Wildcat	dirofilaria_immitis_chrX	3900001	4000000	3.170443016570849e-05	94624	3	94624	1080
Golden_jackal	dirofilaria_immitis_chrX	3900001	4000000	3.165558721114277e-05	94770	3	94770	934
Leopard	dirofilaria_immitis_chrX	3900001	4000000	1.0549302163661874e-05	94793	1	94793	911
Ferret	dirofilaria_immitis_chrX	3900001	4000000	0.0003055333136668	94916	29	94916	788
Fox	dirofilaria_immitis_chrX	3900001	4000000	0.0002699668236083	94871	384	1422397	13163
Dog	dirofilaria_immitis_chrX	3900001	4000000	0.0002236179915718	94951	538356	2407480705	25793495
Cat	dirofilaria_immitis_chrX	4000001	4100000	0.0002559361517649	95727	686	2680356	0
Golden_jackal	dirofilaria_immitis_chrX	4000001	4100000	0.0	95727	0	95727	0
Ferret	dirofilaria_immitis_chrX	4000001	4100000	0.0003342839533256	95727	32	95727	0
Leopard	dirofilaria_immitis_chrX	4000001	4100000	0.0	95727	0	95727	0
Dog	dirofilaria_immitis_chrX	4000001	4100000	0.0002251339969129	95727	547321	2431089962	2769013
Fox	dirofilaria_immitis_chrX	4000001	4100000	0.0002653378879521	95727	381	1435905	0
Wildcat	dirofilaria_immitis_chrX	4000001	4100000	0.0	95727	0	95727	0
Fox	dirofilaria_immitis_chrX	4100001	4200000	0.0002620186276478	95931	377	1438829	136
